number,genus,metabolism,treatment,rep,run,seconds,O2_mM,HCO3_mM,CO2_mM,DIC_mM,CO2_12_mM,CO2_13_mM,salinity,temperature,pH,K1a,K2a,K1b,K2b,K1,K2,H,K1_HCO3,K2_HCO3
114,Hymenena,nonccm,High,3,Dark,441,12.42,234.71,17.50,252.21,16.90,0.59,31,12,8.09,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.13E-09,1.01E-02,6.44E-02
115,Hymenena,nonccm,High,3,Dark,451,12.11,233.58,17.41,251.00,16.82,0.59,31,12,8.09,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.13E-09,1.01E-02,6.44E-02
116,Hymenena,nonccm,High,3,Dark,461,11.60,236.06,17.60,253.66,17.02,0.58,31,12,8.09,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.13E-09,1.01E-02,6.44E-02
117,Hymenena,nonccm,High,3,Dark,471,11.90,235.48,17.55,253.03,16.97,0.58,31,12,8.09,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.13E-09,1.01E-02,6.44E-02
118,Hymenena,nonccm,High,3,Dark,482,11.80,235.16,17.53,252.69,16.95,0.58,31,12,8.09,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.13E-09,1.01E-02,6.44E-02
119,Hymenena,nonccm,High,3,Dark,492,11.98,236.29,17.61,253.90,17.03,0.59,31,12,8.09,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.13E-09,1.01E-02,6.44E-02
120,Hymenena,nonccm,High,3,Dark,502,11.83,237.09,17.67,254.76,17.09,0.59,31,12,8.09,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.13E-09,1.01E-02,6.44E-02
121,Hymenena,nonccm,High,3,Dark,513,11.66,237.45,17.70,255.16,17.11,0.59,31,12,8.09,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.13E-09,1.01E-02,6.44E-02
122,Hymenena,nonccm,High,3,Dark,523,11.74,241.32,17.69,259.01,17.11,0.58,31,12,8.08,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.32E-09,1.04E-02,6.30E-02
123,Hymenena,nonccm,High,3,Dark,533,11.87,246.35,18.06,264.42,17.47,0.59,31,12,8.08,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.32E-09,1.04E-02,6.30E-02
124,Hymenena,nonccm,High,3,Dark,543,11.27,244.51,17.93,262.44,17.34,0.58,31,12,8.08,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.32E-09,1.04E-02,6.30E-02
125,Hymenena,nonccm,High,3,Dark,553,11.97,244.83,17.95,262.78,17.35,0.60,31,12,8.08,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.32E-09,1.04E-02,6.30E-02
126,Hymenena,nonccm,High,3,Dark,563,11.11,245.43,17.99,263.43,17.42,0.58,31,12,8.08,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.32E-09,1.04E-02,6.30E-02
127,Hymenena,nonccm,High,3,Dark,573,11.58,247.76,18.17,265.92,17.58,0.59,31,12,8.08,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.32E-09,1.04E-02,6.30E-02
128,Hymenena,nonccm,High,3,Light,318,11.47,322.47,21.21,343.68,20.57,0.64,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
129,Hymenena,nonccm,High,3,Light,328,11.33,317.82,20.90,338.71,20.27,0.63,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
130,Hymenena,nonccm,High,3,Light,338,11.39,315.14,20.72,335.86,20.10,0.62,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
131,Hymenena,nonccm,High,3,Light,348,11.90,312.03,20.52,332.55,19.88,0.64,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
132,Hymenena,nonccm,High,3,Light,359,11.56,311.70,20.50,332.20,19.87,0.62,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
133,Hymenena,nonccm,High,3,Light,369,11.59,311.58,20.49,332.06,19.87,0.62,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
134,Hymenena,nonccm,High,3,Light,379,12.12,302.39,20.18,322.57,19.55,0.63,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
135,Hymenena,nonccm,High,3,Light,389,12.22,302.97,20.22,323.19,19.59,0.63,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
136,Hymenena,nonccm,High,3,Light,399,12.11,299.98,20.02,320.00,19.39,0.62,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
137,Hymenena,nonccm,High,3,Light,409,11.83,296.85,19.81,316.66,19.20,0.61,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
138,Hymenena,nonccm,High,3,Light,419,12.00,288.82,19.56,308.38,18.95,0.62,31,12,8.03,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.33E-09,1.16E-02,5.61E-02
139,Hymenena,nonccm,High,3,Light,430,12.21,289.85,19.63,309.48,19.02,0.62,31,12,8.03,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.33E-09,1.16E-02,5.61E-02
140,Hymenena,nonccm,High,3,Light,440,12.17,287.40,19.47,306.86,18.85,0.61,31,12,8.03,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.33E-09,1.16E-02,5.61E-02
141,Hymenena,nonccm,High,3,Light,451,12.41,287.74,19.49,307.23,18.88,0.61,31,12,8.03,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.33E-09,1.16E-02,5.61E-02
142,Hymenena,nonccm,High,3,Light,461,12.81,279.96,19.26,299.21,18.64,0.62,31,12,8.04,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.12E-09,1.14E-02,5.74E-02
143,Hymenena,nonccm,High,3,Light,472,12.41,279.16,19.20,298.36,18.59,0.61,31,12,8.04,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.12E-09,1.14E-02,5.74E-02
144,Hymenena,nonccm,High,3,Light,482,12.66,275.68,18.96,294.64,18.36,0.61,31,12,8.04,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.12E-09,1.14E-02,5.74E-02
145,Hymenena,nonccm,High,3,Light,493,12.68,269.27,18.81,288.08,18.20,0.61,31,12,8.05,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.91E-09,1.11E-02,5.88E-02
146,Hymenena,nonccm,High,3,Light,503,12.44,270.35,18.89,289.24,18.28,0.60,31,12,8.05,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.91E-09,1.11E-02,5.88E-02
147,Hymenena,nonccm,High,3,Light,513,13.03,270.14,18.87,289.01,18.26,0.61,31,12,8.05,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.91E-09,1.11E-02,5.88E-02
148,Hymenena,nonccm,High,3,Light,523,12.63,267.38,18.68,286.06,18.07,0.61,31,12,8.05,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.91E-09,1.11E-02,5.88E-02
149,Hymenena,nonccm,High,3,Light,534,13.04,266.79,18.64,285.43,18.02,0.62,31,12,8.05,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.91E-09,1.11E-02,5.88E-02
150,Hymenena,nonccm,High,3,Light,544,13.13,263.93,18.44,282.37,17.83,0.61,31,12,8.05,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.91E-09,1.11E-02,5.88E-02
151,Hymenena,nonccm,High,3,Light,554,13.07,256.15,18.18,274.33,17.58,0.60,31,12,8.06,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.71E-09,1.09E-02,6.01E-02
152,Hymenena,nonccm,High,3,Light,564,13.04,256.36,18.19,274.56,17.59,0.60,31,12,8.06,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.71E-09,1.09E-02,6.01E-02
153,Hymenena,nonccm,High,3,Light,574,13.47,256.65,18.22,274.87,17.61,0.61,31,12,8.06,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.71E-09,1.09E-02,6.01E-02
154,Hymenena,nonccm,High,3,Light,584,13.47,251.52,17.85,269.37,17.25,0.60,31,12,8.06,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.71E-09,1.09E-02,6.01E-02
155,Hymenena,nonccm,High,3,Light,594,13.20,249.43,17.70,267.14,17.11,0.59,31,12,8.06,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.71E-09,1.09E-02,6.01E-02
156,Hymenena,nonccm,High,3,Light,604,13.34,244.12,17.61,261.73,17.02,0.59,31,12,8.07,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.51E-09,1.06E-02,6.15E-02
157,Hymenena,nonccm,High,3,Light,614,13.35,247.73,17.87,265.60,17.27,0.60,31,12,8.07,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.51E-09,1.06E-02,6.15E-02
158,Hymenena,nonccm,High,3,Light,624,13.61,245.37,17.70,263.07,17.10,0.60,31,12,8.07,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.51E-09,1.06E-02,6.15E-02
159,Hymenena,nonccm,High,3,Light,635,13.95,243.08,17.53,260.61,16.93,0.60,31,12,8.07,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.51E-09,1.06E-02,6.15E-02
160,Hymenena,nonccm,High,4,Dark,330,13.67,248.95,18.56,267.51,17.99,0.57,31,12,8.09,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.13E-09,1.01E-02,6.44E-02
161,Hymenena,nonccm,High,4,Dark,340,13.64,249.56,18.60,268.17,18.03,0.58,31,12,8.09,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.13E-09,1.01E-02,6.44E-02
162,Hymenena,nonccm,High,4,Dark,350,13.51,248.62,18.53,267.16,17.97,0.56,31,12,8.09,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.13E-09,1.01E-02,6.44E-02
163,Hymenena,nonccm,High,4,Dark,360,13.31,249.99,18.64,268.62,18.06,0.57,31,12,8.09,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.13E-09,1.01E-02,6.44E-02
164,Hymenena,nonccm,High,4,Dark,370,13.35,250.54,18.68,269.21,18.09,0.59,31,12,8.09,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.13E-09,1.01E-02,6.44E-02
165,Hymenena,nonccm,High,4,Dark,381,13.10,251.01,18.71,269.72,18.14,0.57,31,12,8.09,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.13E-09,1.01E-02,6.44E-02
166,Hymenena,nonccm,High,4,Dark,391,12.85,251.49,18.75,270.23,18.17,0.58,31,12,8.09,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.13E-09,1.01E-02,6.44E-02
167,Hymenena,nonccm,High,4,Dark,401,13.25,251.18,18.73,269.90,18.14,0.58,31,12,8.09,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.13E-09,1.01E-02,6.44E-02
168,Hymenena,nonccm,High,4,Dark,411,13.19,252.21,18.80,271.01,18.22,0.58,31,12,8.09,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.13E-09,1.01E-02,6.44E-02
169,Hymenena,nonccm,High,4,Dark,421,12.90,254.27,18.96,273.23,18.38,0.58,31,12,8.09,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.13E-09,1.01E-02,6.44E-02
170,Hymenena,nonccm,High,4,Dark,431,13.31,254.27,18.96,273.22,18.38,0.57,31,12,8.09,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.13E-09,1.01E-02,6.44E-02
171,Hymenena,nonccm,High,4,Dark,441,13.36,254.11,18.94,273.05,18.36,0.58,31,12,8.09,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.13E-09,1.01E-02,6.44E-02
172,Hymenena,nonccm,High,4,Dark,451,12.89,254.43,18.97,273.39,18.40,0.57,31,12,8.09,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.13E-09,1.01E-02,6.44E-02
173,Hymenena,nonccm,High,4,Dark,461,12.65,256.39,19.11,275.50,18.53,0.58,31,12,8.09,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.13E-09,1.01E-02,6.44E-02
174,Hymenena,nonccm,High,4,Dark,471,12.79,255.82,19.07,274.90,18.50,0.57,31,12,8.09,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.13E-09,1.01E-02,6.44E-02
175,Hymenena,nonccm,High,4,Dark,482,12.87,258.27,19.25,277.52,18.69,0.57,31,12,8.09,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.13E-09,1.01E-02,6.44E-02
176,Hymenena,nonccm,High,4,Dark,492,12.87,255.79,19.07,274.86,18.49,0.58,31,12,8.09,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.13E-09,1.01E-02,6.44E-02
177,Hymenena,nonccm,High,4,Dark,502,12.79,258.21,19.25,277.46,18.67,0.58,31,12,8.09,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.13E-09,1.01E-02,6.44E-02
178,Hymenena,nonccm,High,4,Dark,513,12.60,258.98,19.31,278.28,18.73,0.58,31,12,8.09,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.13E-09,1.01E-02,6.44E-02
179,Hymenena,nonccm,High,4,Dark,523,12.86,262.93,19.28,279.86,18.69,0.59,31,12,8.08,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.32E-09,1.04E-02,6.30E-02
180,Hymenena,nonccm,High,4,Dark,533,12.77,266.14,19.51,283.29,18.93,0.58,31,12,8.08,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.32E-09,1.04E-02,6.30E-02
181,Hymenena,nonccm,High,4,Dark,543,12.37,267.85,19.64,287.48,19.05,0.59,31,12,8.08,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.32E-09,1.04E-02,6.30E-02
182,Hymenena,nonccm,High,4,Dark,553,12.61,267.82,19.64,287.45,19.04,0.60,31,12,8.08,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.32E-09,1.04E-02,6.30E-02
183,Hymenena,nonccm,High,4,Light,211,11.93,375.29,24.33,399.61,23.64,0.69,31,12,8.00,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
184,Hymenena,nonccm,High,4,Light,225,11.88,365.97,24.07,392.95,23.40,0.67,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
185,Hymenena,nonccm,High,4,Light,238,12.22,363.99,23.94,390.85,23.29,0.64,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
186,Hymenena,nonccm,High,4,Light,253,12.41,355.74,23.74,385.28,23.09,0.65,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
187,Hymenena,nonccm,High,4,Light,267,12.30,352.24,23.51,381.49,22.85,0.65,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
188,Hymenena,nonccm,High,4,Light,281,12.28,349.37,23.31,378.40,22.68,0.63,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
189,Hymenena,nonccm,High,4,Light,295,12.74,339.05,22.97,370.46,22.31,0.66,31,12,8.03,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.33E-09,1.16E-02,5.61E-02
190,Hymenena,nonccm,High,4,Light,309,12.60,334.93,22.69,366.06,22.03,0.65,31,12,8.03,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.33E-09,1.16E-02,5.61E-02
191,Hymenena,nonccm,High,4,Light,323,12.46,329.59,22.33,360.26,21.72,0.61,31,12,8.03,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.33E-09,1.16E-02,5.61E-02
192,Hymenena,nonccm,High,4,Light,336,12.51,322.58,22.19,353.07,21.58,0.61,31,12,8.04,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.12E-09,1.14E-02,5.74E-02
193,Hymenena,nonccm,High,4,Light,350,12.94,322.24,22.16,352.65,21.57,0.60,31,12,8.04,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.12E-09,1.14E-02,5.74E-02
194,Hymenena,nonccm,High,4,Light,364,12.63,310.76,21.71,343.34,21.11,0.60,31,12,8.05,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.91E-09,1.11E-02,5.88E-02
195,Hymenena,nonccm,High,4,Light,378,12.95,309.70,21.63,342.19,21.03,0.61,31,12,8.05,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.91E-09,1.11E-02,5.88E-02
196,Hymenena,nonccm,High,4,Light,392,12.93,299.38,21.25,331.30,20.67,0.58,31,12,8.06,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.71E-09,1.09E-02,6.01E-02
197,Hymenena,nonccm,High,4,Light,405,13.34,300.73,21.34,332.82,20.75,0.59,31,12,8.06,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.71E-09,1.09E-02,6.01E-02
198,Hymenena,nonccm,High,4,Light,420,13.66,294.73,20.92,326.23,20.33,0.59,31,12,8.06,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.71E-09,1.09E-02,6.01E-02
199,Hymenena,nonccm,High,4,Light,434,13.88,292.14,21.07,326.47,20.48,0.59,31,12,8.07,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.51E-09,1.06E-02,6.15E-02
200,Hymenena,nonccm,High,4,Light,448,13.59,284.57,20.53,315.41,19.95,0.58,31,12,8.07,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.51E-09,1.06E-02,6.15E-02
201,Hymenena,nonccm,High,4,Light,463,13.74,279.85,20.52,313.36,19.93,0.59,31,12,8.08,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.32E-09,1.04E-02,6.30E-02
202,Hymenena,nonccm,High,4,Light,477,14.17,277.70,20.36,310.89,19.79,0.57,31,12,8.08,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.32E-09,1.04E-02,6.30E-02
203,Hymenena,nonccm,High,4,Light,491,13.95,269.80,20.11,302.73,19.56,0.56,31,12,8.09,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.13E-09,1.01E-02,6.44E-02
204,Hymenena,nonccm,High,4,Light,505,14.32,264.64,19.73,296.95,19.19,0.54,31,12,8.09,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.13E-09,1.01E-02,6.44E-02
205,Hymenena,nonccm,High,4,Light,519,14.14,263.47,19.64,295.58,19.10,0.54,31,12,8.09,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.13E-09,1.01E-02,6.44E-02
206,Hymenena,nonccm,High,4,Light,533,14.24,258.41,19.59,292.91,19.07,0.52,31,12,8.10,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.94E-09,9.90E-03,6.59E-02
207,Hymenena,nonccm,High,4,Light,547,14.31,255.53,19.37,287.26,18.84,0.54,31,12,8.10,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.94E-09,9.90E-03,6.59E-02
208,Hymenena,nonccm,High,4,Light,560,14.19,250.68,19.01,281.82,18.48,0.53,31,12,8.10,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.94E-09,9.90E-03,6.59E-02
209,Hymenena,nonccm,High,4,Light,574,14.33,246.13,18.98,279.61,18.42,0.56,31,12,8.11,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.76E-09,9.67E-03,6.75E-02
210,Hymenena,nonccm,High,4,Light,588,14.40,240.47,18.55,273.19,18.01,0.54,31,12,8.11,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.76E-09,9.67E-03,6.75E-02
211,Hymenena,nonccm,High,5,Dark,239,14.75,266.90,19.90,286.80,19.35,0.55,31,12,8.09,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.13E-09,1.01E-02,6.44E-02
212,Hymenena,nonccm,High,5,Dark,254,14.96,269.14,20.06,289.21,19.50,0.57,31,12,8.09,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.13E-09,1.01E-02,6.44E-02
213,Hymenena,nonccm,High,5,Dark,267,14.61,266.53,19.87,286.40,19.33,0.54,31,12,8.09,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.13E-09,1.01E-02,6.44E-02
214,Hymenena,nonccm,High,5,Dark,281,14.55,265.34,19.78,285.12,19.22,0.56,31,12,8.09,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.13E-09,1.01E-02,6.44E-02
215,Hymenena,nonccm,High,5,Dark,295,14.28,270.20,20.14,290.34,19.55,0.59,31,12,8.09,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.13E-09,1.01E-02,6.44E-02
216,Hymenena,nonccm,High,5,Dark,309,14.08,268.31,20.00,288.32,19.44,0.56,31,12,8.09,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.13E-09,1.01E-02,6.44E-02
217,Hymenena,nonccm,High,5,Dark,322,13.70,271.27,20.22,291.49,19.65,0.57,31,12,8.09,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.13E-09,1.01E-02,6.44E-02
218,Hymenena,nonccm,High,5,Dark,336,14.40,268.93,20.05,288.97,19.47,0.58,31,12,8.09,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.13E-09,1.01E-02,6.44E-02
219,Hymenena,nonccm,High,5,Dark,350,13.96,269.09,20.06,289.15,19.50,0.56,31,12,8.09,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.13E-09,1.01E-02,6.44E-02
220,Hymenena,nonccm,High,5,Dark,364,13.77,273.19,20.37,293.55,19.80,0.56,31,12,8.09,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.13E-09,1.01E-02,6.44E-02
221,Hymenena,nonccm,High,5,Dark,378,14.35,274.03,20.43,294.46,19.88,0.55,31,12,8.09,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.13E-09,1.01E-02,6.44E-02
222,Hymenena,nonccm,High,5,Dark,392,14.30,273.50,20.39,293.89,19.82,0.57,31,12,8.09,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.13E-09,1.01E-02,6.44E-02
223,Hymenena,nonccm,High,5,Dark,405,13.66,275.27,20.52,295.79,19.98,0.54,31,12,8.09,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.13E-09,1.01E-02,6.44E-02
224,Hymenena,nonccm,High,5,Dark,420,13.70,276.72,20.63,297.35,20.04,0.59,31,12,8.09,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.13E-09,1.01E-02,6.44E-02
225,Hymenena,nonccm,High,5,Dark,434,13.69,276.17,20.59,296.76,20.04,0.55,31,12,8.09,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.13E-09,1.01E-02,6.44E-02
226,Hymenena,nonccm,High,5,Dark,448,13.94,281.37,20.98,302.35,20.43,0.55,31,12,8.09,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.13E-09,1.01E-02,6.44E-02
