number,genus,metabolism,treatment,rep,run,seconds,O2_mM,HCO3_mM,CO2_mM,DIC_mM,CO2_12_mM,CO2_13_mM,salinity,temperature,pH,K1a,K2a,K1b,K2b,K1,K2,H,K1_HCO3,K2_HCO3
3630,Rhodymenia,nonccm,High,3,Dark,431,9.42,235.04,15.92,250.96,15.40,0.52,31,12,8.03,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.33E-09,1.16E-02,5.61E-02
3631,Rhodymenia,nonccm,High,3,Dark,441,9.37,236.66,16.03,252.69,15.51,0.52,31,12,8.03,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.33E-09,1.16E-02,5.61E-02
3632,Rhodymenia,nonccm,High,3,Dark,451,9.69,237.42,16.08,253.50,15.55,0.53,31,12,8.03,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.33E-09,1.16E-02,5.61E-02
3633,Rhodymenia,nonccm,High,3,Dark,461,9.41,238.70,16.17,254.87,15.65,0.52,31,12,8.03,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.33E-09,1.16E-02,5.61E-02
3634,Rhodymenia,nonccm,High,3,Dark,471,9.47,235.73,15.97,251.70,15.44,0.52,31,12,8.03,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.33E-09,1.16E-02,5.61E-02
3635,Rhodymenia,nonccm,High,3,Dark,482,9.34,239.04,16.19,255.23,15.67,0.52,31,12,8.03,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.33E-09,1.16E-02,5.61E-02
3636,Rhodymenia,nonccm,High,3,Dark,492,9.19,238.43,16.15,254.58,15.63,0.52,31,12,8.03,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.33E-09,1.16E-02,5.61E-02
3637,Rhodymenia,nonccm,High,3,Dark,502,9.73,245.53,16.38,261.92,15.85,0.54,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
3638,Rhodymenia,nonccm,High,3,Dark,512,9.57,243.43,16.24,259.67,15.72,0.52,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
3639,Rhodymenia,nonccm,High,3,Dark,522,9.22,246.02,16.42,262.44,15.89,0.53,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
3640,Rhodymenia,nonccm,High,3,Dark,532,9.79,246.00,16.42,262.42,15.89,0.53,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
3641,Rhodymenia,nonccm,High,3,Dark,543,9.05,246.79,16.47,263.26,15.94,0.52,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
3642,Rhodymenia,nonccm,High,3,Dark,554,9.19,247.82,16.54,264.36,16.01,0.52,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
3643,Rhodymenia,nonccm,High,3,Dark,564,9.12,249.55,16.65,266.21,16.13,0.53,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
3644,Rhodymenia,nonccm,High,3,Dark,574,9.22,248.68,16.59,265.28,16.07,0.53,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
3645,Rhodymenia,nonccm,High,3,Dark,583,9.17,250.74,16.73,267.47,16.20,0.53,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
3646,Rhodymenia,nonccm,High,3,Dark,593,9.54,254.17,16.96,271.13,16.42,0.54,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
3647,Rhodymenia,nonccm,High,3,Dark,603,9.04,252.61,16.86,269.47,16.32,0.53,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
3648,Rhodymenia,nonccm,High,3,Dark,614,9.35,253.33,16.66,269.99,16.12,0.54,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
3649,Rhodymenia,nonccm,High,3,Light,231,8.26,298.76,18.84,317.60,18.28,0.56,31,12,7.98,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.05E-08,1.30E-02,5.00E-02
3650,Rhodymenia,nonccm,High,3,Light,241,8.55,297.93,18.79,316.72,18.22,0.56,31,12,7.98,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.05E-08,1.30E-02,5.00E-02
3651,Rhodymenia,nonccm,High,3,Light,252,8.62,301.75,19.03,320.77,18.46,0.56,31,12,7.98,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.05E-08,1.30E-02,5.00E-02
3652,Rhodymenia,nonccm,High,3,Light,262,8.96,295.17,18.61,313.78,18.04,0.57,31,12,7.98,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.05E-08,1.30E-02,5.00E-02
3653,Rhodymenia,nonccm,High,3,Light,272,8.64,284.93,18.21,303.15,17.66,0.55,31,12,7.99,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.02E-08,1.27E-02,5.12E-02
3654,Rhodymenia,nonccm,High,3,Light,283,8.55,286.67,18.32,304.99,17.77,0.55,31,12,7.99,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.02E-08,1.27E-02,5.12E-02
3655,Rhodymenia,nonccm,High,3,Light,293,8.95,283.98,18.15,302.13,17.60,0.56,31,12,7.99,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.02E-08,1.27E-02,5.12E-02
3656,Rhodymenia,nonccm,High,3,Light,303,8.55,286.89,18.34,305.23,17.78,0.55,31,12,7.99,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.02E-08,1.27E-02,5.12E-02
3657,Rhodymenia,nonccm,High,3,Light,314,8.96,279.02,18.09,297.11,17.53,0.56,31,12,8.00,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
3658,Rhodymenia,nonccm,High,3,Light,325,9.27,277.45,17.98,295.43,17.43,0.56,31,12,8.00,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
3659,Rhodymenia,nonccm,High,3,Light,335,9.49,277.68,18.00,295.68,17.43,0.57,31,12,8.00,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
3660,Rhodymenia,nonccm,High,3,Light,345,9.40,274.89,17.82,292.71,17.27,0.55,31,12,8.00,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02
3661,Rhodymenia,nonccm,High,3,Light,355,9.31,271.55,17.86,289.41,17.30,0.56,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
3662,Rhodymenia,nonccm,High,3,Light,365,9.41,269.68,17.73,287.42,17.18,0.56,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
3663,Rhodymenia,nonccm,High,3,Light,375,9.67,263.43,17.32,280.75,16.77,0.55,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
3664,Rhodymenia,nonccm,High,3,Light,386,9.37,264.64,17.40,282.04,16.86,0.55,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
3665,Rhodymenia,nonccm,High,3,Light,396,10.07,262.22,17.24,279.47,16.68,0.56,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02
3666,Rhodymenia,nonccm,High,3,Light,407,10.02,259.15,17.29,276.44,16.74,0.55,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
3667,Rhodymenia,nonccm,High,3,Light,417,9.66,253.66,16.93,270.59,16.38,0.55,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
3668,Rhodymenia,nonccm,High,3,Light,427,9.76,253.07,16.89,269.96,16.34,0.54,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
3669,Rhodymenia,nonccm,High,3,Light,438,9.82,252.14,16.83,268.97,16.28,0.54,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
3670,Rhodymenia,nonccm,High,3,Light,447,9.83,251.10,16.76,267.86,16.21,0.54,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02
3671,Rhodymenia,nonccm,High,3,Light,458,9.90,247.66,16.78,264.44,16.23,0.55,31,12,8.03,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.33E-09,1.16E-02,5.61E-02
3672,Rhodymenia,nonccm,High,3,Light,468,9.92,245.74,16.65,262.38,16.10,0.54,31,12,8.03,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.33E-09,1.16E-02,5.61E-02
3673,Rhodymenia,nonccm,High,3,Light,478,10.37,242.47,16.42,258.89,15.88,0.54,31,12,8.03,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.33E-09,1.16E-02,5.61E-02
3674,Rhodymenia,nonccm,High,3,Light,488,10.24,241.93,16.39,258.31,15.84,0.54,31,12,8.03,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.33E-09,1.16E-02,5.61E-02
3675,Rhodymenia,nonccm,High,3,Light,498,10.68,237.22,16.32,253.53,15.77,0.55,31,12,8.04,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.12E-09,1.14E-02,5.74E-02
3676,Rhodymenia,nonccm,High,3,Light,509,10.97,232.66,16.00,248.66,15.46,0.54,31,12,8.04,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.12E-09,1.14E-02,5.74E-02
3677,Rhodymenia,nonccm,High,3,Light,520,10.12,233.79,16.08,249.87,15.55,0.53,31,12,8.04,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.12E-09,1.14E-02,5.74E-02
3678,Rhodymenia,nonccm,High,3,Light,530,10.61,229.56,15.79,245.35,15.25,0.54,31,12,8.04,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.12E-09,1.14E-02,5.74E-02
3679,Rhodymenia,nonccm,High,3,Light,541,10.22,227.65,15.66,243.31,15.13,0.53,31,12,8.04,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.12E-09,1.14E-02,5.74E-02
3680,Rhodymenia,nonccm,High,3,Light,551,10.02,221.94,15.50,237.45,14.98,0.53,31,12,8.05,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.91E-09,1.11E-02,5.88E-02
3681,Rhodymenia,nonccm,High,3,Light,561,10.58,223.21,15.59,238.81,15.07,0.53,31,12,8.05,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.91E-09,1.11E-02,5.88E-02
3682,Rhodymenia,nonccm,High,3,Light,572,10.73,223.73,15.63,239.36,15.09,0.53,31,12,8.05,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.91E-09,1.11E-02,5.88E-02
3683,Rhodymenia,nonccm,High,3,Light,582,10.53,219.11,15.31,234.42,14.78,0.52,31,12,8.05,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.91E-09,1.11E-02,5.88E-02
3684,Rhodymenia,nonccm,High,3,Light,592,10.86,213.12,15.13,228.25,14.60,0.53,31,12,8.06,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.71E-09,1.09E-02,6.01E-02
3685,Rhodymenia,nonccm,High,3,Light,603,10.87,211.00,14.98,225.98,14.45,0.52,31,12,8.06,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.71E-09,1.09E-02,6.01E-02
3686,Rhodymenia,nonccm,High,4,Dark,247,12.66,303.80,19.16,299.54,18.62,0.53,31,12,7.98,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.05E-08,1.30E-02,5.00E-02
3687,Rhodymenia,nonccm,High,4,Dark,260,12.45,302.07,19.05,297.54,18.51,0.54,31,12,7.98,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.05E-08,1.30E-02,5.00E-02
3688,Rhodymenia,nonccm,High,4,Dark,274,12.56,300.44,18.94,296.09,18.42,0.52,31,12,7.98,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.05E-08,1.30E-02,5.00E-02
3689,Rhodymenia,nonccm,High,4,Dark,287,12.36,305.84,19.28,301.06,18.76,0.53,31,12,7.98,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.05E-08,1.30E-02,5.00E-02
3690,Rhodymenia,nonccm,High,4,Dark,301,12.62,306.35,19.32,301.59,18.79,0.53,31,12,7.98,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.05E-08,1.30E-02,5.00E-02
3691,Rhodymenia,nonccm,High,4,Dark,315,12.48,310.37,19.57,305.54,19.02,0.55,31,12,7.98,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.05E-08,1.30E-02,5.00E-02
3692,Rhodymenia,nonccm,High,4,Dark,329,12.60,308.66,19.46,303.96,18.93,0.53,31,12,7.98,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.05E-08,1.30E-02,5.00E-02
3693,Rhodymenia,nonccm,High,4,Dark,342,12.37,315.91,19.66,309.06,19.11,0.54,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02
3694,Rhodymenia,nonccm,High,4,Dark,356,12.38,316.15,19.67,311.54,19.14,0.53,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02
3695,Rhodymenia,nonccm,High,4,Dark,370,12.17,317.61,19.76,313.10,19.17,0.59,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02
3696,Rhodymenia,nonccm,High,4,Dark,384,12.20,317.67,19.77,312.96,19.22,0.54,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02
3697,Rhodymenia,nonccm,High,4,Dark,397,11.97,322.16,20.04,317.70,19.48,0.56,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02
3698,Rhodymenia,nonccm,High,4,Dark,411,12.16,316.53,19.69,311.96,19.15,0.55,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02
3699,Rhodymenia,nonccm,High,4,Dark,425,11.99,320.90,19.97,316.20,19.41,0.56,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02
3700,Rhodymenia,nonccm,High,4,Dark,439,11.86,325.07,20.23,320.33,19.66,0.56,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02
3701,Rhodymenia,nonccm,High,4,Dark,453,12.06,323.76,20.14,321.35,19.58,0.57,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02
3702,Rhodymenia,nonccm,High,4,Dark,466,11.93,324.27,20.18,321.74,19.63,0.55,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02
3703,Rhodymenia,nonccm,High,4,Dark,479,11.74,325.92,20.28,323.64,19.71,0.57,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02
3704,Rhodymenia,nonccm,High,4,Dark,492,11.53,330.20,20.28,325.55,19.71,0.57,31,12,7.96,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.10E-08,1.37E-02,4.78E-02
3705,Rhodymenia,nonccm,High,4,Dark,505,11.78,330.04,20.27,325.24,19.72,0.55,31,12,7.96,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.10E-08,1.37E-02,4.78E-02
3706,Rhodymenia,nonccm,High,4,Dark,518,11.50,329.00,20.21,324.58,19.65,0.56,31,12,7.96,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.10E-08,1.37E-02,4.78E-02
3707,Rhodymenia,nonccm,High,4,Dark,531,11.42,331.43,20.36,326.68,19.78,0.57,31,12,7.96,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.10E-08,1.37E-02,4.78E-02
3708,Rhodymenia,nonccm,High,4,Dark,545,11.40,336.17,20.65,331.50,20.06,0.59,31,12,7.96,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.10E-08,1.37E-02,4.78E-02
3709,Rhodymenia,nonccm,High,4,Light,175,10.71,426.18,25.23,437.11,24.53,0.70,31,12,7.93,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.17E-08,1.46E-02,4.46E-02
3710,Rhodymenia,nonccm,High,4,Light,190,10.80,424.89,25.16,435.82,24.43,0.73,31,12,7.93,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.17E-08,1.46E-02,4.46E-02
3711,Rhodymenia,nonccm,High,4,Light,204,10.81,418.19,24.76,429.11,24.08,0.68,31,12,7.93,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.17E-08,1.46E-02,4.46E-02
3712,Rhodymenia,nonccm,High,4,Light,217,10.86,411.56,24.66,424.94,23.99,0.67,31,12,7.94,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.15E-08,1.43E-02,4.56E-02
3713,Rhodymenia,nonccm,High,4,Light,231,11.01,406.73,24.37,417.20,23.71,0.66,31,12,7.94,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.15E-08,1.43E-02,4.56E-02
3714,Rhodymenia,nonccm,High,4,Light,244,11.46,406.19,24.34,416.67,23.66,0.68,31,12,7.94,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.15E-08,1.43E-02,4.56E-02
3715,Rhodymenia,nonccm,High,4,Light,258,11.04,399.75,23.95,410.13,23.28,0.68,31,12,7.94,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.15E-08,1.43E-02,4.56E-02
3716,Rhodymenia,nonccm,High,4,Light,271,11.25,397.35,23.81,407.54,23.13,0.68,31,12,7.94,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.15E-08,1.43E-02,4.56E-02
3717,Rhodymenia,nonccm,High,4,Light,285,11.76,393.75,23.59,401.27,22.94,0.65,31,12,7.94,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.15E-08,1.43E-02,4.56E-02
3718,Rhodymenia,nonccm,High,4,Light,299,11.49,394.05,23.61,401.53,22.93,0.67,31,12,7.94,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.15E-08,1.43E-02,4.56E-02
3719,Rhodymenia,nonccm,High,4,Light,312,11.39,384.39,23.03,391.54,22.38,0.65,31,12,7.94,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.15E-08,1.43E-02,4.56E-02
3720,Rhodymenia,nonccm,High,4,Light,326,11.32,376.71,22.85,386.34,22.19,0.65,31,12,7.95,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.12E-08,1.40E-02,4.67E-02
3721,Rhodymenia,nonccm,High,4,Light,340,11.84,373.34,22.64,380.33,22.03,0.62,31,12,7.95,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.12E-08,1.40E-02,4.67E-02
3722,Rhodymenia,nonccm,High,4,Light,354,11.82,371.29,22.52,378.33,21.86,0.66,31,12,7.95,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.12E-08,1.40E-02,4.67E-02
3723,Rhodymenia,nonccm,High,4,Light,367,11.52,366.24,22.21,373.26,21.60,0.61,31,12,7.95,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.12E-08,1.40E-02,4.67E-02
3724,Rhodymenia,nonccm,High,4,Light,381,11.77,364.52,22.11,371.41,21.50,0.61,31,12,7.95,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.12E-08,1.40E-02,4.67E-02
3725,Rhodymenia,nonccm,High,4,Light,394,11.97,360.08,21.84,364.42,21.21,0.63,31,12,7.95,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.12E-08,1.40E-02,4.67E-02
3726,Rhodymenia,nonccm,High,4,Light,408,12.02,353.26,21.70,360.11,21.08,0.62,31,12,7.96,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.10E-08,1.37E-02,4.78E-02
3727,Rhodymenia,nonccm,High,4,Light,421,11.95,351.86,21.61,358.70,21.00,0.61,31,12,7.96,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.10E-08,1.37E-02,4.78E-02
3728,Rhodymenia,nonccm,High,4,Light,434,12.31,345.85,21.24,350.05,20.65,0.60,31,12,7.96,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.10E-08,1.37E-02,4.78E-02
3729,Rhodymenia,nonccm,High,4,Light,448,12.44,346.97,21.31,351.15,20.74,0.57,31,12,7.96,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.10E-08,1.37E-02,4.78E-02
3730,Rhodymenia,nonccm,High,4,Light,461,12.23,340.38,20.91,344.68,20.31,0.59,31,12,7.96,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.10E-08,1.37E-02,4.78E-02
3731,Rhodymenia,nonccm,High,4,Light,475,12.64,338.97,20.82,340.76,20.24,0.58,31,12,7.96,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.10E-08,1.37E-02,4.78E-02
3732,Rhodymenia,nonccm,High,4,Light,488,13.05,331.90,20.65,335.97,20.08,0.57,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02
3733,Rhodymenia,nonccm,High,4,Light,501,12.48,329.63,20.51,333.63,19.92,0.59,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02
3734,Rhodymenia,nonccm,High,4,Light,515,12.89,323.94,20.16,325.65,19.62,0.54,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02
3735,Rhodymenia,nonccm,High,4,Light,528,12.82,319.05,19.85,320.78,19.32,0.53,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02
3736,Rhodymenia,nonccm,High,4,Light,542,12.76,320.16,19.92,321.93,19.34,0.58,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02
3737,Rhodymenia,nonccm,High,4,Light,555,12.96,310.49,19.58,312.25,19.04,0.54,31,12,7.98,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.05E-08,1.30E-02,5.00E-02
3738,Rhodymenia,nonccm,High,5,Dark,195,16.49,264.74,20.07,284.82,19.50,0.58,31,12,8.10,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.94E-09,9.90E-03,6.59E-02
3739,Rhodymenia,nonccm,High,5,Dark,209,16.71,265.07,20.10,285.16,19.54,0.56,31,12,8.10,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.94E-09,9.90E-03,6.59E-02
