number,genus,metabolism,treatment,rep,run1,run2,seconds,O2_mM,HCO3,HCO3_mM,CO2_mM,DIC_mM,CO2_12_mM,CO2_13_mM,salinity,temperature,pH,K1a,K2a,K1b,K2b,K1,K2,H,K1_HCO3,K2_HCO3
110,Hymenena,nonccm,High,2,Dark2,Dark,407,12.93,15.51,232.24,16.75,248.99,16.31,0.44,31,12,8.07,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,8.51E-09,1.06E-02,6.15E-02
111,Hymenena,nonccm,High,2,Dark2,Dark,421,12.64,15.42,231.02,16.66,247.69,16.19,0.47,31,12,8.07,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,8.51E-09,1.06E-02,6.15E-02
112,Hymenena,nonccm,High,2,Dark2,Dark,435,12.63,15.48,231.87,16.72,248.59,16.23,0.49,31,12,8.07,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,8.51E-09,1.06E-02,6.15E-02
113,Hymenena,nonccm,High,2,Dark2,Dark,448,12.51,15.61,233.85,16.87,250.72,16.44,0.43,31,12,8.07,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,8.51E-09,1.06E-02,6.15E-02
114,Hymenena,nonccm,High,2,Light1,Light,211,11.13,20.58,340.01,22.04,362.05,21.43,0.61,31,12,8,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.00E-08,1.25E-02,5.24E-02
115,Hymenena,nonccm,High,2,Light1,Light,225,11,20.15,328.53,21.6,350.13,21.01,0.6,31,12,8.01,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.77E-09,1.22E-02,5.36E-02
116,Hymenena,nonccm,High,2,Light1,Light,238,11.37,19.83,323.36,21.26,344.63,20.73,0.54,31,12,8.01,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.77E-09,1.22E-02,5.36E-02
117,Hymenena,nonccm,High,2,Light1,Light,253,11.86,19.71,317.03,21.16,338.18,20.58,0.57,31,12,8.02,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.55E-09,1.19E-02,5.48E-02
118,Hymenena,nonccm,High,2,Light1,Light,267,11.08,19.52,314.04,20.96,334.99,20.36,0.6,31,12,8.02,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.55E-09,1.19E-02,5.48E-02
119,Hymenena,nonccm,High,2,Light1,Light,281,11.54,19.27,309.94,20.68,330.63,20.08,0.6,31,12,8.02,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.55E-09,1.19E-02,5.48E-02
120,Hymenena,nonccm,High,2,Light1,Light,295,12.02,19.05,302.21,20.47,322.69,19.88,0.59,31,12,8.03,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.33E-09,1.16E-02,5.61E-02
121,Hymenena,nonccm,High,2,Light1,Light,309,11.89,18.55,294.31,19.94,314.25,19.37,0.57,31,12,8.03,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.33E-09,1.16E-02,5.61E-02
122,Hymenena,nonccm,High,2,Light1,Light,323,11.26,18.16,288.2,19.52,307.72,19.01,0.51,31,12,8.03,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.33E-09,1.16E-02,5.61E-02
123,Hymenena,nonccm,High,2,Light1,Light,336,11.11,18.11,283.4,19.49,302.9,18.96,0.53,31,12,8.04,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.12E-09,1.14E-02,5.74E-02
124,Hymenena,nonccm,High,2,Light1,Light,350,11.93,18.23,285.15,19.61,304.77,19.11,0.51,31,12,8.04,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.12E-09,1.14E-02,5.74E-02
125,Hymenena,nonccm,High,2,Light1,Light,364,11.61,17.69,272.93,19.07,291.99,18.56,0.51,31,12,8.05,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,8.91E-09,1.11E-02,5.88E-02
126,Hymenena,nonccm,High,2,Light1,Light,378,11.9,17.56,270.85,18.92,289.77,18.39,0.53,31,12,8.05,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,8.91E-09,1.11E-02,5.88E-02
127,Hymenena,nonccm,High,2,Light1,Light,392,12.35,17.31,263.08,18.67,281.76,18.17,0.5,31,12,8.06,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,8.71E-09,1.09E-02,6.01E-02
128,Hymenena,nonccm,High,2,Light1,Light,405,12.65,17.34,263.56,18.71,282.26,18.2,0.5,31,12,8.06,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,8.71E-09,1.09E-02,6.01E-02
129,Hymenena,nonccm,High,2,Light1,Light,420,12.64,16.9,256.86,18.23,275.1,17.71,0.52,31,12,8.06,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,8.71E-09,1.09E-02,6.01E-02
130,Hymenena,nonccm,High,2,Light1,Light,434,13.16,17.12,256.44,18.5,274.94,17.98,0.52,31,12,8.07,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,8.51E-09,1.06E-02,6.15E-02
131,Hymenena,nonccm,High,2,Light1,Light,448,12.83,16.75,250.91,18.1,269,17.57,0.52,31,12,8.07,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,8.51E-09,1.06E-02,6.15E-02
132,Hymenena,nonccm,High,2,Light1,Light,463,12.72,16.57,244.55,17.93,262.48,17.41,0.52,31,12,8.08,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,8.32E-09,1.04E-02,6.30E-02
133,Hymenena,nonccm,High,2,Light1,Light,477,13.42,16.54,244.07,17.89,261.96,17.39,0.5,31,12,8.08,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,8.32E-09,1.04E-02,6.30E-02
134,Hymenena,nonccm,High,2,Light1,Light,491,12.88,16.11,234.05,17.45,251.5,16.96,0.49,31,12,8.09,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,8.13E-09,1.01E-02,6.44E-02
135,Hymenena,nonccm,High,2,Light1,Light,505,13.33,15.79,229.45,17.11,246.55,16.64,0.47,31,12,8.09,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,8.13E-09,1.01E-02,6.44E-02
136,Hymenena,nonccm,High,2,Light1,Light,519,13.41,15.8,229.55,17.11,246.66,16.63,0.48,31,12,8.09,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,8.13E-09,1.01E-02,6.44E-02
137,Hymenena,nonccm,High,2,Light1,Light,533,13.17,15.76,225.57,17.1,242.67,16.64,0.46,31,12,8.1,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,7.94E-09,9.90E-03,6.59E-02
138,Hymenena,nonccm,High,2,Light1,Light,547,13.44,15.47,221.42,16.79,238.21,16.33,0.46,31,12,8.1,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,7.94E-09,9.90E-03,6.59E-02
139,Hymenena,nonccm,High,2,Light1,Light,560,13.39,15.16,216.99,16.45,233.44,16.03,0.42,31,12,8.1,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,7.94E-09,9.90E-03,6.59E-02
140,Hymenena,nonccm,High,2,Light1,Light,574,13.51,15.17,213.65,16.48,230.13,15.99,0.49,31,12,8.11,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,7.76E-09,9.67E-03,6.75E-02
141,Hymenena,nonccm,High,2,Light1,Light,588,13.48,14.8,208.53,16.08,224.62,15.62,0.46,31,12,8.11,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,7.76E-09,9.67E-03,6.75E-02
142,Hymenena,nonccm,High,2,Light1,Light,602,13.37,14.71,207.21,15.98,223.2,15.51,0.48,31,12,8.11,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,7.76E-09,9.67E-03,6.75E-02
143,Hymenena,nonccm,High,2,Light1,Light,616,14.05,14.75,204.54,16.05,220.59,15.59,0.46,31,12,8.12,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,7.59E-09,9.45E-03,6.90E-02
144,Hymenena,nonccm,High,3,Dark1,Dark,270,9.73,20.84,344.25,22.32,366.56,21.68,0.63,31,12,8,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.00E-08,1.25E-02,5.24E-02
145,Hymenena,nonccm,High,3,Dark1,Dark,280,9.7,20.32,335.7,21.76,357.46,21.13,0.63,31,12,8,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.00E-08,1.25E-02,5.24E-02
146,Hymenena,nonccm,High,3,Dark1,Dark,291,10.03,20.58,339.98,22.04,362.02,21.4,0.64,31,12,8,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.00E-08,1.25E-02,5.24E-02
147,Hymenena,nonccm,High,3,Dark1,Dark,301,10.23,20.73,342.58,22.21,364.78,21.56,0.64,31,12,8,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.00E-08,1.25E-02,5.24E-02
148,Hymenena,nonccm,High,3,Dark1,Dark,311,9.73,20.47,338.19,21.92,360.12,21.29,0.64,31,12,8,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.00E-08,1.25E-02,5.24E-02
149,Hymenena,nonccm,High,3,Dark1,Dark,322,10.06,20.95,346.2,22.44,368.64,21.8,0.64,31,12,8,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.00E-08,1.25E-02,5.24E-02
150,Hymenena,nonccm,High,3,Dark1,Dark,332,9.87,20.82,344.06,22.3,366.36,21.66,0.64,31,12,8,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.00E-08,1.25E-02,5.24E-02
151,Hymenena,nonccm,High,3,Dark1,Dark,342,10.25,20.79,343.49,22.27,365.75,21.61,0.65,31,12,8,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.00E-08,1.25E-02,5.24E-02
152,Hymenena,nonccm,High,3,Dark1,Dark,352,10.13,20.78,343.28,22.25,365.53,21.61,0.65,31,12,8,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.00E-08,1.25E-02,5.24E-02
153,Hymenena,nonccm,High,3,Dark1,Dark,362,9.6,20.78,343.34,22.26,365.59,21.62,0.64,31,12,8,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.00E-08,1.25E-02,5.24E-02
154,Hymenena,nonccm,High,3,Dark1,Dark,372,10.06,20.7,342.06,22.17,364.24,21.52,0.65,31,12,8,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.00E-08,1.25E-02,5.24E-02
155,Hymenena,nonccm,High,3,Dark1,Dark,382,9.81,20.96,346.38,22.45,368.84,21.82,0.64,31,12,8,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.00E-08,1.25E-02,5.24E-02
156,Hymenena,nonccm,High,3,Dark1,Dark,393,9.89,20.79,343.5,22.27,365.77,21.63,0.64,31,12,8,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.00E-08,1.25E-02,5.24E-02
157,Hymenena,nonccm,High,3,Dark1,Dark,403,9.87,20.85,344.42,22.33,366.75,21.68,0.65,31,12,8,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.00E-08,1.25E-02,5.24E-02
158,Hymenena,nonccm,High,3,Dark1,Dark,414,9.72,20.78,343.33,22.26,365.59,21.62,0.64,31,12,8,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.00E-08,1.25E-02,5.24E-02
159,Hymenena,nonccm,High,3,Dark1,Dark,424,9.79,20.76,343.05,22.24,365.29,21.59,0.65,31,12,8,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.00E-08,1.25E-02,5.24E-02
160,Hymenena,nonccm,High,3,Dark1,Dark,434,9.16,20.6,340.33,22.06,362.39,21.43,0.63,31,12,8,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.00E-08,1.25E-02,5.24E-02
161,Hymenena,nonccm,High,3,Dark1,Dark,444,9.44,20.69,341.85,22.16,364.01,21.52,0.64,31,12,8,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.00E-08,1.25E-02,5.24E-02
162,Hymenena,nonccm,High,3,Dark1,Dark,454,9.24,20.67,341.53,22.14,363.67,21.51,0.63,31,12,8,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.00E-08,1.25E-02,5.24E-02
163,Hymenena,nonccm,High,3,Dark1,Dark,464,9.39,20.63,340.85,22.1,362.95,21.46,0.64,31,12,8,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.00E-08,1.25E-02,5.24E-02
164,Hymenena,nonccm,High,3,Dark1,Dark,474,9.03,20.67,341.52,22.14,363.65,21.51,0.63,31,12,8,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.00E-08,1.25E-02,5.24E-02
165,Hymenena,nonccm,High,3,Dark1,Dark,485,9.13,20.71,342.17,22.18,364.35,21.55,0.63,31,12,8,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.00E-08,1.25E-02,5.24E-02
166,Hymenena,nonccm,High,3,Dark1,Dark,495,9.25,20.81,343.82,22.29,366.11,21.66,0.63,31,12,8,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.00E-08,1.25E-02,5.24E-02
167,Hymenena,nonccm,High,3,Dark1,Dark,506,9.16,20.68,341.7,22.15,363.85,21.52,0.63,31,12,8,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.00E-08,1.25E-02,5.24E-02
168,Hymenena,nonccm,High,3,Dark1,Dark,516,9.09,20.74,342.6,22.21,364.81,21.58,0.63,31,12,8,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.00E-08,1.25E-02,5.24E-02
169,Hymenena,nonccm,High,3,Dark1,Dark,526,9.11,21,346.89,22.49,369.38,21.85,0.63,31,12,8,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.00E-08,1.25E-02,5.24E-02
170,Hymenena,nonccm,High,3,Dark1,Dark,536,9.29,20.88,345.01,22.36,367.37,21.73,0.63,31,12,8,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.00E-08,1.25E-02,5.24E-02
171,Hymenena,nonccm,High,3,Dark1,Dark,546,8.85,20.96,346.31,22.45,368.76,21.82,0.63,31,12,8,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.00E-08,1.25E-02,5.24E-02
172,Hymenena,nonccm,High,3,Dark1,Dark,557,9.11,21.13,349.16,22.63,371.79,22,0.64,31,12,8,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.00E-08,1.25E-02,5.24E-02
173,Hymenena,nonccm,High,3,Dark1,Dark,567,9.01,21.4,353.59,22.92,376.51,22.28,0.64,31,12,8,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.00E-08,1.25E-02,5.24E-02
174,Hymenena,nonccm,High,3,Dark1,Dark,577,9.62,20.95,346.07,22.43,368.51,21.79,0.65,31,12,8,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.00E-08,1.25E-02,5.24E-02
175,Hymenena,nonccm,High,3,Dark1,Dark,587,8.85,21.06,347.88,22.55,370.43,21.92,0.63,31,12,8,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.00E-08,1.25E-02,5.24E-02
176,Hymenena,nonccm,High,3,Dark1,Dark,598,8.98,21.22,350.63,22.73,373.36,22.09,0.64,31,12,8,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.00E-08,1.25E-02,5.24E-02
177,Hymenena,nonccm,High,3,Dark1,Dark,608,9.08,21.23,355.38,22.72,378.1,22.07,0.64,31,12,7.99,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.02E-08,1.27E-02,5.12E-02
178,Hymenena,nonccm,High,3,Dark1,Dark,618,9.26,21.42,358.52,22.92,381.44,22.27,0.64,31,12,7.99,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.02E-08,1.27E-02,5.12E-02
179,Hymenena,nonccm,High,3,Dark1,Dark,629,8.95,21.69,363.08,23.21,386.29,22.57,0.64,31,12,7.99,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.02E-08,1.27E-02,5.12E-02
180,Hymenena,nonccm,High,3,Dark1,Dark,639,9.37,21.66,362.54,23.17,385.71,22.52,0.65,31,12,7.99,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.02E-08,1.27E-02,5.12E-02
181,Hymenena,nonccm,High,3,Dark1,Dark,649,9.14,21.41,358.39,22.91,381.3,22.26,0.65,31,12,7.99,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.02E-08,1.27E-02,5.12E-02
182,Hymenena,nonccm,High,3,Dark1,Dark,659,9.16,21.84,365.46,23.36,388.83,22.71,0.65,31,12,7.99,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.02E-08,1.27E-02,5.12E-02
183,Hymenena,nonccm,High,3,Dark1,Dark,669,9.12,21.68,362.78,23.19,385.97,22.54,0.65,31,12,7.99,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.02E-08,1.27E-02,5.12E-02
184,Hymenena,nonccm,High,3,Dark1,Dark,679,9.21,21.59,361.37,23.1,384.47,22.45,0.65,31,12,7.99,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.02E-08,1.27E-02,5.12E-02
185,Hymenena,nonccm,High,3,Dark1,Dark,689,9.09,21.63,362.07,23.14,385.21,22.5,0.65,31,12,7.99,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.02E-08,1.27E-02,5.12E-02
186,Hymenena,nonccm,High,3,Dark2,Dark,330,12.59,15.9,231.01,17.22,248.23,16.63,0.59,31,12,8.09,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,8.13E-09,1.01E-02,6.44E-02
187,Hymenena,nonccm,High,3,Dark2,Dark,340,12.32,15.83,229.99,17.15,247.13,16.56,0.59,31,12,8.09,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,8.13E-09,1.01E-02,6.44E-02
188,Hymenena,nonccm,High,3,Dark2,Dark,350,12.41,15.88,230.71,17.2,247.91,16.61,0.59,31,12,8.09,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,8.13E-09,1.01E-02,6.44E-02
189,Hymenena,nonccm,High,3,Dark2,Dark,360,12.07,16.15,234.63,17.49,252.12,16.9,0.59,31,12,8.09,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,8.13E-09,1.01E-02,6.44E-02
190,Hymenena,nonccm,High,3,Dark2,Dark,370,12.41,15.89,230.88,17.21,248.09,16.62,0.59,31,12,8.09,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,8.13E-09,1.01E-02,6.44E-02
191,Hymenena,nonccm,High,3,Dark2,Dark,381,12.13,16.08,233.71,17.42,251.13,16.84,0.58,31,12,8.09,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,8.13E-09,1.01E-02,6.44E-02
192,Hymenena,nonccm,High,3,Dark2,Dark,391,12.01,15.94,231.7,17.27,248.98,16.69,0.58,31,12,8.09,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,8.13E-09,1.01E-02,6.44E-02
193,Hymenena,nonccm,High,3,Dark2,Dark,401,12.1,16.06,233.43,17.4,250.83,16.82,0.59,31,12,8.09,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,8.13E-09,1.01E-02,6.44E-02
194,Hymenena,nonccm,High,3,Dark2,Dark,411,12.42,16.19,235.33,17.54,252.87,16.95,0.59,31,12,8.09,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,8.13E-09,1.01E-02,6.44E-02
195,Hymenena,nonccm,High,3,Dark2,Dark,421,12.03,16.2,235.36,17.55,252.91,16.96,0.59,31,12,8.09,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,8.13E-09,1.01E-02,6.44E-02
196,Hymenena,nonccm,High,3,Dark2,Dark,431,12.27,16.14,234.51,17.48,251.99,16.89,0.59,31,12,8.09,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,8.13E-09,1.01E-02,6.44E-02
197,Hymenena,nonccm,High,3,Dark2,Dark,441,12.42,16.15,234.71,17.5,252.21,16.9,0.59,31,12,8.09,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,8.13E-09,1.01E-02,6.44E-02
198,Hymenena,nonccm,High,3,Dark2,Dark,451,12.11,16.07,233.58,17.41,251,16.82,0.59,31,12,8.09,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,8.13E-09,1.01E-02,6.44E-02
199,Hymenena,nonccm,High,3,Dark2,Dark,461,11.6,16.24,236.06,17.6,253.66,17.02,0.58,31,12,8.09,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,8.13E-09,1.01E-02,6.44E-02
200,Hymenena,nonccm,High,3,Dark2,Dark,471,11.9,16.2,235.48,17.55,253.03,16.97,0.58,31,12,8.09,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,8.13E-09,1.01E-02,6.44E-02
201,Hymenena,nonccm,High,3,Dark2,Dark,482,11.8,16.18,235.16,17.53,252.69,16.95,0.58,31,12,8.09,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,8.13E-09,1.01E-02,6.44E-02
202,Hymenena,nonccm,High,3,Dark2,Dark,492,11.98,16.26,236.29,17.61,253.9,17.03,0.59,31,12,8.09,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,8.13E-09,1.01E-02,6.44E-02
203,Hymenena,nonccm,High,3,Dark2,Dark,502,11.83,16.31,237.09,17.67,254.76,17.09,0.59,31,12,8.09,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,8.13E-09,1.01E-02,6.44E-02
204,Hymenena,nonccm,High,3,Dark2,Dark,513,11.66,16.34,237.45,17.7,255.16,17.11,0.59,31,12,8.09,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,8.13E-09,1.01E-02,6.44E-02
205,Hymenena,nonccm,High,3,Dark2,Dark,523,11.74,16.35,241.32,17.69,259.01,17.11,0.58,31,12,8.08,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,8.32E-09,1.04E-02,6.30E-02
206,Hymenena,nonccm,High,3,Dark2,Dark,533,11.87,16.7,246.35,18.06,264.42,17.47,0.59,31,12,8.08,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,8.32E-09,1.04E-02,6.30E-02
207,Hymenena,nonccm,High,3,Dark2,Dark,543,11.27,16.57,244.51,17.93,262.44,17.34,0.58,31,12,8.08,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,8.32E-09,1.04E-02,6.30E-02
208,Hymenena,nonccm,High,3,Dark2,Dark,553,11.97,16.59,244.83,17.95,262.78,17.35,0.6,31,12,8.08,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,8.32E-09,1.04E-02,6.30E-02
209,Hymenena,nonccm,High,3,Dark2,Dark,563,11.11,16.63,245.43,17.99,263.43,17.42,0.58,31,12,8.08,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,8.32E-09,1.04E-02,6.30E-02
210,Hymenena,nonccm,High,3,Dark2,Dark,573,11.58,16.79,247.76,18.17,265.92,17.58,0.59,31,12,8.08,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,8.32E-09,1.04E-02,6.30E-02
211,Hymenena,nonccm,High,3,Light1,Light,318,11.47,19.78,322.47,21.21,343.68,20.57,0.64,31,12,8.01,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.77E-09,1.22E-02,5.36E-02
212,Hymenena,nonccm,High,3,Light1,Light,328,11.33,19.49,317.82,20.9,338.71,20.27,0.63,31,12,8.01,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.77E-09,1.22E-02,5.36E-02
213,Hymenena,nonccm,High,3,Light1,Light,338,11.39,19.33,315.14,20.72,335.86,20.1,0.62,31,12,8.01,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.77E-09,1.22E-02,5.36E-02
214,Hymenena,nonccm,High,3,Light1,Light,348,11.9,19.14,312.03,20.52,332.55,19.88,0.64,31,12,8.01,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.77E-09,1.22E-02,5.36E-02
215,Hymenena,nonccm,High,3,Light1,Light,359,11.56,19.12,311.7,20.5,332.2,19.87,0.62,31,12,8.01,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.77E-09,1.22E-02,5.36E-02
216,Hymenena,nonccm,High,3,Light1,Light,369,11.59,19.11,311.58,20.49,332.06,19.87,0.62,31,12,8.01,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.77E-09,1.22E-02,5.36E-02
217,Hymenena,nonccm,High,3,Light1,Light,379,12.12,18.8,302.39,20.18,322.57,19.55,0.63,31,12,8.02,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.55E-09,1.19E-02,5.48E-02
218,Hymenena,nonccm,High,3,Light1,Light,389,12.22,18.83,302.97,20.22,323.19,19.59,0.63,31,12,8.02,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.55E-09,1.19E-02,5.48E-02
219,Hymenena,nonccm,High,3,Light1,Light,399,12.11,18.65,299.98,20.02,320,19.39,0.62,31,12,8.02,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.55E-09,1.19E-02,5.48E-02
