number,genus,metabolism,treatment,rep,run1,run2,seconds,O2_mM,HCO3,HCO3_mM,CO2_mM,DIC_mM,CO2_12_mM,CO2_13_mM,salinity,temperature,pH,K1a,K2a,K1b,K2b,K1,K2,H,K1_HCO3,K2_HCO3
4175,Pyropia,ccm,Low,5,Dark1,Dark,492,12.43,24.42,413.96,26.1,440.06,25.37,0.73,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
4176,Pyropia,ccm,Low,5,Dark1,Dark,507,11.95,24.47,414.67,26.15,440.82,25.44,0.71,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
4177,Pyropia,ccm,Low,5,Dark1,Dark,521,11.79,24.21,410.33,25.87,436.2,25.12,0.75,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
4178,Pyropia,ccm,Low,5,Dark1,Dark,535,11.58,24.43,414.09,26.11,440.2,25.35,0.76,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
4179,Pyropia,ccm,Low,5,Dark1,Dark,549,12.4,24.6,417,26.29,443.29,25.54,0.76,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
4180,Pyropia,ccm,Low,5,Dark1,Dark,563,12.6,25.01,423.93,26.73,450.66,25.99,0.74,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
4181,Pyropia,ccm,Low,5,Dark1,Dark,577,11.81,24.38,413.26,26.06,439.32,25.33,0.73,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
4182,Pyropia,ccm,Low,5,Dark1,Dark,591,12.07,24.66,418.03,26.36,444.39,25.61,0.75,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
4183,Pyropia,ccm,Low,5,Dark1,Dark,605,12.47,24.81,420.47,26.51,446.98,25.77,0.74,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
4184,Pyropia,ccm,Low,5,Dark1,Dark,619,11.91,24.65,417.82,26.34,444.16,25.63,0.72,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
4185,Pyropia,ccm,Low,5,Dark1,Dark,633,11.75,24.33,412.37,26,438.38,25.27,0.73,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
4186,Pyropia,ccm,Low,5,Dark1,Dark,647,11.91,24.36,412.83,26.03,438.86,25.29,0.74,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
4187,Pyropia,ccm,Low,5,Dark1,Dark,661,11.49,24.55,416.05,26.23,442.29,25.47,0.76,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
4188,Pyropia,ccm,Low,5,Dark1,Dark,675,11.68,25.04,424.37,26.76,451.13,26,0.76,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
4189,Pyropia,ccm,Low,5,Dark1,Dark,689,12.12,24.97,423.3,26.69,449.99,25.91,0.78,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
4190,Pyropia,ccm,Low,5,Dark1,Dark,703,11.55,25.05,424.56,26.77,451.33,25.99,0.78,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
4191,Pyropia,ccm,Low,5,Dark1,Dark,717,11.71,24.7,418.66,26.4,445.06,25.66,0.74,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
4192,Pyropia,ccm,Low,5,Dark1,Dark,731,11.97,25.24,427.8,26.97,454.78,26.25,0.72,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
4193,Pyropia,ccm,Low,5,Dark1,Dark,745,11.81,24.82,420.66,26.52,447.18,25.8,0.72,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
4194,Pyropia,ccm,Low,5,Dark1,Dark,758,11.79,25.17,426.66,26.9,453.56,26.16,0.74,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
4195,Pyropia,ccm,Low,5,Dark1,Dark,772,11.76,24.78,419.92,26.48,446.39,25.73,0.74,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
4196,Pyropia,ccm,Low,5,Dark1,Dark,787,11.72,25.28,428.39,27.01,455.41,26.25,0.76,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
4197,Pyropia,ccm,Low,5,Dark1,Dark,800,11.7,25.18,426.73,26.91,453.63,26.16,0.75,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
4198,Pyropia,ccm,Low,5,Dark1,Dark,815,11.76,25.45,431.42,27.2,458.63,26.43,0.77,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
4199,Pyropia,ccm,Low,5,Dark1,Dark,829,11.24,25.13,425.87,26.85,452.73,26.13,0.73,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
4200,Pyropia,ccm,Low,5,Dark1,Dark,843,11.84,25.74,436.33,27.51,463.84,26.72,0.79,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
4201,Pyropia,ccm,Low,5,Dark1,Dark,857,11.91,25.59,433.74,27.35,461.09,26.62,0.73,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
4202,Pyropia,ccm,Low,5,Dark1,Dark,871,11.82,25.62,434.21,27.38,461.59,26.62,0.76,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
4203,Pyropia,ccm,Low,5,Dark1,Dark,885,11.61,25.79,437.08,27.56,464.64,26.84,0.72,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
4204,Pyropia,ccm,Low,5,Dark1,Dark,900,11.68,25.7,435.54,27.46,463,26.68,0.78,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
4205,Pyropia,ccm,Low,5,Dark1,Dark,914,11.3,25.86,438.38,27.64,466.02,26.85,0.79,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
4206,Pyropia,ccm,Low,5,Dark1,Dark,928,11.44,25.46,431.51,27.21,458.72,26.43,0.78,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
4207,Pyropia,ccm,Low,5,Dark1,Dark,942,11.5,26.04,441.28,27.82,469.11,27.08,0.74,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
4208,Pyropia,ccm,Low,5,Dark1,Dark,956,11.76,26.08,441.99,27.87,469.86,27.16,0.71,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
4209,Pyropia,ccm,Low,5,Dark1,Dark,970,12.28,26.01,440.77,27.79,468.56,27.03,0.76,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
4210,Pyropia,ccm,Low,5,Dark1,Dark,984,11.59,25.74,436.33,27.51,463.84,26.77,0.74,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
4211,Pyropia,ccm,Low,5,Dark1,Dark,998,11.73,26.14,443.08,27.94,471.02,27.18,0.76,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
4212,Pyropia,ccm,Low,5,Dark1,Dark,1012,11.29,26.05,441.54,27.84,469.38,27.1,0.74,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
4213,Pyropia,ccm,Low,5,Dark1,Dark,1026,11.62,25.65,434.67,27.41,462.07,26.6,0.81,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
4214,Pyropia,ccm,Low,5,Dark1,Dark,1040,11.3,26.43,447.9,28.24,476.14,27.44,0.8,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
4215,Pyropia,ccm,Low,5,Dark2,Dark,239,13.85,23.76,382.19,25.5,407.69,24.79,0.71,31,12,8.02,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.55E-09,1.19E-02,5.48E-02
4216,Pyropia,ccm,Low,5,Dark2,Dark,253,13.8,23.55,378.89,25.28,404.17,24.6,0.69,31,12,8.02,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.55E-09,1.19E-02,5.48E-02
4217,Pyropia,ccm,Low,5,Dark2,Dark,267,13.67,23.75,382.01,25.49,407.5,24.79,0.7,31,12,8.02,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.55E-09,1.19E-02,5.48E-02
4218,Pyropia,ccm,Low,5,Dark2,Dark,281,13.29,23.62,379.94,25.35,405.29,24.67,0.69,31,12,8.02,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.55E-09,1.19E-02,5.48E-02
4219,Pyropia,ccm,Low,5,Dark2,Dark,295,13.14,23.88,384.19,25.64,409.83,24.92,0.72,31,12,8.02,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.55E-09,1.19E-02,5.48E-02
4220,Pyropia,ccm,Low,5,Dark2,Dark,309,13.87,23.99,385.94,25.75,411.7,24.99,0.76,31,12,8.02,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.55E-09,1.19E-02,5.48E-02
4221,Pyropia,ccm,Low,5,Dark2,Dark,323,13.16,23.92,384.84,25.68,410.52,24.98,0.7,31,12,8.02,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.55E-09,1.19E-02,5.48E-02
4222,Pyropia,ccm,Low,5,Dark2,Dark,338,13.5,23.95,385.24,25.71,410.95,25,0.71,31,12,8.02,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.55E-09,1.19E-02,5.48E-02
4223,Pyropia,ccm,Low,5,Dark2,Dark,351,13.22,24.24,389.95,26.02,415.97,25.32,0.7,31,12,8.02,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.55E-09,1.19E-02,5.48E-02
4224,Pyropia,ccm,Low,5,Dark2,Dark,365,13.52,24.07,387.22,25.84,413.06,25.14,0.7,31,12,8.02,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.55E-09,1.19E-02,5.48E-02
4225,Pyropia,ccm,Low,5,Dark2,Dark,379,13.86,24.3,396.15,26.05,422.2,25.33,0.72,31,12,8.01,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.77E-09,1.22E-02,5.36E-02
4226,Pyropia,ccm,Low,5,Dark2,Dark,393,13.63,24.24,395.17,25.99,421.16,25.28,0.71,31,12,8.01,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.77E-09,1.22E-02,5.36E-02
4227,Pyropia,ccm,Low,5,Dark2,Dark,407,12.87,24.28,395.88,26.03,421.91,25.32,0.71,31,12,8.01,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.77E-09,1.22E-02,5.36E-02
4228,Pyropia,ccm,Low,5,Dark2,Dark,422,13.83,24.17,394.15,25.92,420.07,25.21,0.71,31,12,8.01,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.77E-09,1.22E-02,5.36E-02
4229,Pyropia,ccm,Low,5,Dark2,Dark,436,12.93,24.36,397.16,26.12,423.28,25.41,0.71,31,12,8.01,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.77E-09,1.22E-02,5.36E-02
4230,Pyropia,ccm,Low,5,Dark2,Dark,449,13.27,24.32,396.57,26.08,422.65,25.35,0.73,31,12,8.01,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.77E-09,1.22E-02,5.36E-02
4231,Pyropia,ccm,Low,5,Dark2,Dark,463,12.9,24.4,397.85,26.16,424.01,25.44,0.72,31,12,8.01,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.77E-09,1.22E-02,5.36E-02
4232,Pyropia,ccm,Low,5,Dark2,Dark,477,13.05,24.87,405.5,26.67,432.16,25.95,0.71,31,12,8.01,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.77E-09,1.22E-02,5.36E-02
4233,Pyropia,ccm,Low,5,Dark2,Dark,492,12.98,24.55,400.26,26.32,426.58,25.59,0.73,31,12,8.01,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.77E-09,1.22E-02,5.36E-02
4234,Pyropia,ccm,Low,5,Dark2,Dark,506,13.07,24.51,399.71,26.28,425.99,25.57,0.71,31,12,8.01,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.77E-09,1.22E-02,5.36E-02
4235,Pyropia,ccm,Low,5,Dark2,Dark,519,12.88,24.5,399.43,26.27,425.7,25.54,0.73,31,12,8.01,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.77E-09,1.22E-02,5.36E-02
4236,Pyropia,ccm,Low,5,Dark2,Dark,533,13.22,25.08,409,26.9,435.89,26.16,0.73,31,12,8.01,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.77E-09,1.22E-02,5.36E-02
4237,Pyropia,ccm,Low,5,Dark2,Dark,548,12.6,24.91,406.16,26.71,432.87,25.97,0.73,31,12,8.01,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.77E-09,1.22E-02,5.36E-02
4238,Pyropia,ccm,Low,5,Dark2,Dark,562,12.83,24.9,405.99,26.7,432.68,25.97,0.73,31,12,8.01,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.77E-09,1.22E-02,5.36E-02
4239,Pyropia,ccm,Low,5,Dark2,Dark,576,12.81,24.96,406.99,26.76,433.75,26.02,0.75,31,12,8.01,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.77E-09,1.22E-02,5.36E-02
4240,Pyropia,ccm,Low,5,Dark2,Dark,590,12.95,24.71,402.91,26.5,429.41,25.74,0.76,31,12,8.01,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.77E-09,1.22E-02,5.36E-02
4241,Pyropia,ccm,Low,5,Dark2,Dark,604,13.02,24.73,403.16,26.51,429.67,25.81,0.7,31,12,8.01,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.77E-09,1.22E-02,5.36E-02
4242,Pyropia,ccm,Low,5,Light1,Light,183,12.51,25.94,439.66,27.72,467.38,26.94,0.78,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
4243,Pyropia,ccm,Low,5,Light1,Light,197,12.23,25.82,437.64,27.59,465.23,26.84,0.75,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
4244,Pyropia,ccm,Low,5,Light1,Light,211,12.47,26.33,446.2,28.13,474.33,27.35,0.79,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
4245,Pyropia,ccm,Low,5,Light1,Light,225,12.18,25.35,429.71,27.1,456.81,26.33,0.77,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
4246,Pyropia,ccm,Low,5,Light1,Light,239,11.45,25.34,429.55,27.08,456.64,26.29,0.8,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
4247,Pyropia,ccm,Low,5,Light1,Light,253,11.82,25.63,434.4,27.39,461.79,26.63,0.76,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
4248,Pyropia,ccm,Low,5,Light1,Light,267,12.02,25.5,432.26,27.26,459.52,26.48,0.78,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
4249,Pyropia,ccm,Low,5,Light1,Light,281,12.35,25.51,432.33,27.26,459.6,26.5,0.76,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
4250,Pyropia,ccm,Low,5,Light1,Light,295,12.28,24.92,422.31,26.63,448.94,25.9,0.73,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
4251,Pyropia,ccm,Low,5,Light1,Light,309,11.58,24.9,422.09,26.61,448.7,25.91,0.71,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
4252,Pyropia,ccm,Low,5,Light1,Light,323,12.12,25.04,424.46,26.76,451.22,26.05,0.72,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
4253,Pyropia,ccm,Low,5,Light1,Light,337,12.14,25.07,424.87,26.79,451.66,26.06,0.73,31,12,7.98,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.05E-08,1.30E-02,5.00E-02
4254,Pyropia,ccm,Low,5,Light1,Light,351,13.2,25.11,420.29,26.87,447.15,26.12,0.74,31,12,7.99,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.02E-08,1.27E-02,5.12E-02
4255,Pyropia,ccm,Low,5,Light1,Light,365,12.59,24.65,412.55,26.37,438.92,25.66,0.71,31,12,7.99,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.02E-08,1.27E-02,5.12E-02
4256,Pyropia,ccm,Low,5,Light1,Light,379,11.73,24.55,410.96,26.27,437.23,25.59,0.68,31,12,7.99,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.02E-08,1.27E-02,5.12E-02
4257,Pyropia,ccm,Low,5,Light1,Light,393,12.79,25.11,420.18,26.86,447.04,26.11,0.75,31,12,7.99,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.02E-08,1.27E-02,5.12E-02
4258,Pyropia,ccm,Low,5,Light1,Light,406,12.34,24.3,406.75,26,432.75,25.3,0.7,31,12,7.99,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.02E-08,1.27E-02,5.12E-02
4259,Pyropia,ccm,Low,5,Light1,Light,420,12.94,24.47,409.49,26.18,435.67,25.43,0.75,31,12,7.99,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.02E-08,1.27E-02,5.12E-02
4260,Pyropia,ccm,Low,5,Light1,Light,434,13.19,24.15,404.23,25.84,430.07,25.12,0.72,31,12,7.99,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.02E-08,1.27E-02,5.12E-02
4261,Pyropia,ccm,Low,5,Light1,Light,448,12.89,24.31,406.86,26.01,432.87,25.31,0.7,31,12,7.99,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.02E-08,1.27E-02,5.12E-02
4262,Pyropia,ccm,Low,5,Light1,Light,462,13.12,24.51,410.24,26.22,436.46,25.48,0.74,31,12,7.99,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.02E-08,1.27E-02,5.12E-02
4263,Pyropia,ccm,Low,5,Light1,Light,476,12.99,23.86,399.42,25.53,424.95,24.81,0.72,31,12,7.99,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.02E-08,1.27E-02,5.12E-02
4264,Pyropia,ccm,Low,5,Light1,Light,490,12.82,24.1,398.19,25.81,424,25.07,0.75,31,12,8,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.00E-08,1.25E-02,5.24E-02
4265,Pyropia,ccm,Low,5,Light1,Light,504,13.19,24.05,397.42,25.76,423.18,25.06,0.7,31,12,8,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.00E-08,1.25E-02,5.24E-02
4266,Pyropia,ccm,Low,5,Light1,Light,519,12.99,23.9,394.88,25.6,420.47,24.87,0.72,31,12,8,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.00E-08,1.25E-02,5.24E-02
4267,Pyropia,ccm,Low,5,Light1,Light,533,13,23.64,390.57,25.32,415.89,24.62,0.7,31,12,8,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.00E-08,1.25E-02,5.24E-02
4268,Pyropia,ccm,Low,5,Light1,Light,546,12.9,23.73,392.05,25.41,417.47,24.68,0.74,31,12,8,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.00E-08,1.25E-02,5.24E-02
4269,Pyropia,ccm,Low,5,Light1,Light,561,12.9,23.53,388.74,25.2,413.94,24.52,0.68,31,12,8,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.00E-08,1.25E-02,5.24E-02
4270,Pyropia,ccm,Low,5,Light1,Light,575,12.86,23.36,385.99,25.02,411.01,24.32,0.7,31,12,8,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.00E-08,1.25E-02,5.24E-02
4271,Pyropia,ccm,Low,5,Light1,Light,589,12.99,23.15,382.43,24.79,407.23,24.12,0.67,31,12,8,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.00E-08,1.25E-02,5.24E-02
4272,Pyropia,ccm,Low,5,Light1,Light,603,13.12,23.13,377.12,24.8,401.92,24.13,0.67,31,12,8.01,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.77E-09,1.22E-02,5.36E-02
4273,Pyropia,ccm,Low,5,Light1,Light,617,12.8,23.23,378.83,24.91,403.74,24.22,0.69,31,12,8.01,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.77E-09,1.22E-02,5.36E-02
4274,Pyropia,ccm,Low,5,Light1,Light,631,13.08,22.91,373.51,24.56,398.08,23.87,0.7,31,12,8.01,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.77E-09,1.22E-02,5.36E-02
4275,Pyropia,ccm,Low,5,Light1,Light,645,13.16,23.02,375.34,24.68,400.02,24.04,0.64,31,12,8.01,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.77E-09,1.22E-02,5.36E-02
4276,Pyropia,ccm,Low,5,Light1,Light,659,13.7,23.04,375.67,24.7,400.38,24.03,0.67,31,12,8.01,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,9.77E-09,1.22E-02,5.36E-02
4277,Rhodymenia,nonccm,High,1,Dark1,Dark,181,10.03,21.14,375.64,22.51,398.14,21.87,0.64,31,12,7.94,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.15E-08,1.43E-02,4.56E-02
4278,Rhodymenia,nonccm,High,1,Dark1,Dark,194,10.39,20.96,372.38,22.31,394.69,21.63,0.69,31,12,7.94,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.15E-08,1.43E-02,4.56E-02
4279,Rhodymenia,nonccm,High,1,Dark1,Dark,209,10.26,20.95,372.3,22.31,394.6,21.69,0.61,31,12,7.94,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.15E-08,1.43E-02,4.56E-02
4280,Rhodymenia,nonccm,High,1,Dark1,Dark,222,10.37,20.75,368.65,22.09,390.74,21.43,0.66,31,12,7.94,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.15E-08,1.43E-02,4.56E-02
4281,Rhodymenia,nonccm,High,1,Dark1,Dark,236,10.12,20.86,370.6,22.2,392.81,21.6,0.6,31,12,7.94,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.15E-08,1.43E-02,4.56E-02
4282,Rhodymenia,nonccm,High,1,Dark1,Dark,249,10.07,20.91,371.52,22.26,393.78,21.61,0.65,31,12,7.94,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.15E-08,1.43E-02,4.56E-02
4283,Rhodymenia,nonccm,High,1,Dark1,Dark,263,9.89,21.1,374.95,22.46,397.42,21.8,0.67,31,12,7.94,8.18E-07,5.72E-10,7.88E-07,4.76E-10,8.03E-07,5.24E-10,1.15E-08,1.43E-02,4.56E-02
