number,genus,metabolism,treatment,rep,run1,run2,seconds,O2_mM,HCO3,HCO3_mM,CO2_mM,DIC_mM,CO2_12_mM,CO2_13_mM,salinity,temperature,pH,K1a,K2a,K1b,K2b,K1,K2,H,K1_HCO3,K2_HCO3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Hymenena,nonccm,High,2,Dark1,Dark,436,9.96,23.04,409.33,24.52,433.85,23.86,0.66,31,12,7.94,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.15E-08,1.43E-02,4.56E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Hymenena,nonccm,High,2,Dark1,Dark,450,9.78,22.97,408.05,24.45,432.50,23.75,0.70,31,12,7.94,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.15E-08,1.43E-02,4.56E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Hymenena,nonccm,High,2,Dark1,Dark,465,10.42,23.17,411.75,24.67,436.42,24.00,0.67,31,12,7.94,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.15E-08,1.43E-02,4.56E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Hymenena,nonccm,High,2,Dark1,Dark,479,10.11,23.09,410.22,24.58,434.79,23.90,0.68,31,12,7.94,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.15E-08,1.43E-02,4.56E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Hymenena,nonccm,High,2,Dark1,Dark,493,9.86,22.96,408.00,24.44,432.44,23.76,0.68,31,12,7.94,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.15E-08,1.43E-02,4.56E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Hymenena,nonccm,High,2,Dark1,Dark,507,9.91,23.18,411.93,24.68,436.60,23.98,0.70,31,12,7.94,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.15E-08,1.43E-02,4.56E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Hymenena,nonccm,High,2,Dark1,Dark,521,10.02,23.12,410.76,24.61,435.37,23.90,0.71,31,12,7.94,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.15E-08,1.43E-02,4.56E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Hymenena,nonccm,High,2,Dark1,Dark,535,9.79,23.48,417.25,25.00,442.25,24.31,0.69,31,12,7.94,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.15E-08,1.43E-02,4.56E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Hymenena,nonccm,High,2,Dark1,Dark,549,10.20,23.26,413.21,24.76,437.97,24.04,0.72,31,12,7.94,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.15E-08,1.43E-02,4.56E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Hymenena,nonccm,High,2,Dark1,Dark,563,9.58,23.29,418.28,24.77,443.05,24.10,0.67,31,12,7.93,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.17E-08,1.46E-02,4.46E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Hymenena,nonccm,High,2,Dark1,Dark,577,9.86,23.44,421.08,24.93,446.01,24.26,0.67,31,12,7.93,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.17E-08,1.46E-02,4.46E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Hymenena,nonccm,High,2,Dark1,Dark,591,9.90,23.86,428.58,25.37,453.95,24.69,0.68,31,12,7.93,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.17E-08,1.46E-02,4.46E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Hymenena,nonccm,High,2,Dark1,Dark,605,9.52,23.60,423.99,25.10,449.10,24.43,0.67,31,12,7.93,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.17E-08,1.46E-02,4.46E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Hymenena,nonccm,High,2,Dark2,Dark,211,13.23,14.63,206.17,15.90,222.07,15.45,0.45,31,12,8.11,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.76E-09,9.67E-03,6.75E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Hymenena,nonccm,High,2,Dark2,Dark,225,13.21,14.39,205.85,15.61,221.46,15.19,0.42,31,12,8.10,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.94E-09,9.90E-03,6.59E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Hymenena,nonccm,High,2,Dark2,Dark,239,13.40,14.75,211.11,16.01,227.12,15.58,0.43,31,12,8.10,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.94E-09,9.90E-03,6.59E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Hymenena,nonccm,High,2,Dark2,Dark,253,13.12,14.84,212.42,16.11,228.52,15.71,0.40,31,12,8.10,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.94E-09,9.90E-03,6.59E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Hymenena,nonccm,High,2,Dark2,Dark,266,13.24,14.80,211.73,16.05,227.79,15.60,0.45,31,12,8.10,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.94E-09,9.90E-03,6.59E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Hymenena,nonccm,High,2,Dark2,Dark,280,12.46,14.98,217.64,16.22,233.86,15.77,0.46,31,12,8.09,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.13E-09,1.01E-02,6.44E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Hymenena,nonccm,High,2,Dark2,Dark,294,12.69,14.88,216.22,16.12,232.34,15.70,0.42,31,12,8.09,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.13E-09,1.01E-02,6.44E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Hymenena,nonccm,High,2,Dark2,Dark,309,13.09,14.97,217.52,16.22,233.73,15.78,0.43,31,12,8.09,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.13E-09,1.01E-02,6.44E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Hymenena,nonccm,High,2,Dark2,Dark,322,12.94,15.10,219.40,16.36,235.76,15.91,0.45,31,12,8.09,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.13E-09,1.01E-02,6.44E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Hymenena,nonccm,High,2,Dark2,Dark,337,12.54,15.11,222.92,16.34,239.27,15.90,0.44,31,12,8.08,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.32E-09,1.04E-02,6.30E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Hymenena,nonccm,High,2,Dark2,Dark,351,12.87,15.26,225.10,16.50,241.60,16.04,0.47,31,12,8.08,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.32E-09,1.04E-02,6.30E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Hymenena,nonccm,High,2,Dark2,Dark,364,13.00,15.46,228.11,16.72,244.83,16.26,0.47,31,12,8.08,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.32E-09,1.04E-02,6.30E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Hymenena,nonccm,High,2,Dark2,Dark,379,12.67,15.24,224.86,16.49,241.35,16.04,0.44,31,12,8.08,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.32E-09,1.04E-02,6.30E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Hymenena,nonccm,High,2,Dark2,Dark,393,13.20,15.72,231.94,17.01,248.94,16.51,0.50,31,12,8.08,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.32E-09,1.04E-02,6.30E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Hymenena,nonccm,High,2,Dark2,Dark,407,12.93,15.51,232.24,16.75,248.99,16.31,0.44,31,12,8.07,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.51E-09,1.06E-02,6.15E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Hymenena,nonccm,High,2,Dark2,Dark,421,12.64,15.42,231.02,16.66,247.69,16.19,0.47,31,12,8.07,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.51E-09,1.06E-02,6.15E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Hymenena,nonccm,High,2,Dark2,Dark,435,12.63,15.48,231.87,16.72,248.59,16.23,0.49,31,12,8.07,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.51E-09,1.06E-02,6.15E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Hymenena,nonccm,High,2,Dark2,Dark,448,12.51,15.61,233.85,16.87,250.72,16.44,0.43,31,12,8.07,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.51E-09,1.06E-02,6.15E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Hymenena,nonccm,High,2,Light1,Light,211,11.13,20.58,340.01,22.04,362.05,21.43,0.61,31,12,8.00,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Hymenena,nonccm,High,2,Light1,Light,225,11.00,20.15,328.53,21.60,350.13,21.01,0.60,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Hymenena,nonccm,High,2,Light1,Light,238,11.37,19.83,323.36,21.26,344.63,20.73,0.54,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Hymenena,nonccm,High,2,Light1,Light,253,11.86,19.71,317.03,21.16,338.18,20.58,0.57,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Hymenena,nonccm,High,2,Light1,Light,267,11.08,19.52,314.04,20.96,334.99,20.36,0.60,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Hymenena,nonccm,High,2,Light1,Light,281,11.54,19.27,309.94,20.68,330.63,20.08,0.60,31,12,8.02,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.55E-09,1.19E-02,5.48E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Hymenena,nonccm,High,2,Light1,Light,295,12.02,19.05,302.21,20.47,322.69,19.88,0.59,31,12,8.03,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.33E-09,1.16E-02,5.61E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Hymenena,nonccm,High,2,Light1,Light,309,11.89,18.55,294.31,19.94,314.25,19.37,0.57,31,12,8.03,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.33E-09,1.16E-02,5.61E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Hymenena,nonccm,High,2,Light1,Light,323,11.26,18.16,288.20,19.52,307.72,19.01,0.51,31,12,8.03,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.33E-09,1.16E-02,5.61E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Hymenena,nonccm,High,2,Light1,Light,336,11.11,18.11,283.40,19.49,302.90,18.96,0.53,31,12,8.04,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.12E-09,1.14E-02,5.74E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Hymenena,nonccm,High,2,Light1,Light,350,11.93,18.23,285.15,19.61,304.77,19.11,0.51,31,12,8.04,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.12E-09,1.14E-02,5.74E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Hymenena,nonccm,High,2,Light1,Light,364,11.61,17.69,272.93,19.07,291.99,18.56,0.51,31,12,8.05,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.91E-09,1.11E-02,5.88E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Hymenena,nonccm,High,2,Light1,Light,378,11.90,17.56,270.85,18.92,289.77,18.39,0.53,31,12,8.05,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.91E-09,1.11E-02,5.88E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Hymenena,nonccm,High,2,Light1,Light,392,12.35,17.31,263.08,18.67,281.76,18.17,0.50,31,12,8.06,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.71E-09,1.09E-02,6.01E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Hymenena,nonccm,High,2,Light1,Light,405,12.65,17.34,263.56,18.71,282.26,18.20,0.50,31,12,8.06,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.71E-09,1.09E-02,6.01E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Hymenena,nonccm,High,2,Light1,Light,420,12.64,16.90,256.86,18.23,275.10,17.71,0.52,31,12,8.06,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.71E-09,1.09E-02,6.01E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,Hymenena,nonccm,High,2,Light1,Light,434,13.16,17.12,256.44,18.50,274.94,17.98,0.52,31,12,8.07,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.51E-09,1.06E-02,6.15E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,Hymenena,nonccm,High,2,Light1,Light,448,12.83,16.75,250.91,18.10,269.00,17.57,0.52,31,12,8.07,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.51E-09,1.06E-02,6.15E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Hymenena,nonccm,High,2,Light1,Light,463,12.72,16.57,244.55,17.93,262.48,17.41,0.52,31,12,8.08,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.32E-09,1.04E-02,6.30E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Hymenena,nonccm,High,2,Light1,Light,477,13.42,16.54,244.07,17.89,261.96,17.39,0.50,31,12,8.08,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.32E-09,1.04E-02,6.30E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Hymenena,nonccm,High,2,Light1,Light,491,12.88,16.11,234.05,17.45,251.50,16.96,0.49,31,12,8.09,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.13E-09,1.01E-02,6.44E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Hymenena,nonccm,High,2,Light1,Light,505,13.33,15.79,229.45,17.11,246.55,16.64,0.47,31,12,8.09,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.13E-09,1.01E-02,6.44E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,Hymenena,nonccm,High,2,Light1,Light,519,13.41,15.80,229.55,17.11,246.66,16.63,0.48,31,12,8.09,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,8.13E-09,1.01E-02,6.44E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Hymenena,nonccm,High,2,Light1,Light,533,13.17,15.76,225.57,17.10,242.67,16.64,0.46,31,12,8.10,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.94E-09,9.90E-03,6.59E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Hymenena,nonccm,High,2,Light1,Light,547,13.44,15.47,221.42,16.79,238.21,16.33,0.46,31,12,8.10,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.94E-09,9.90E-03,6.59E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,Hymenena,nonccm,High,2,Light1,Light,560,13.39,15.16,216.99,16.45,233.44,16.03,0.42,31,12,8.10,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.94E-09,9.90E-03,6.59E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Hymenena,nonccm,High,2,Light1,Light,574,13.51,15.17,213.65,16.48,230.13,15.99,0.49,31,12,8.11,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.76E-09,9.67E-03,6.75E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Hymenena,nonccm,High,2,Light1,Light,588,13.48,14.80,208.53,16.08,224.62,15.62,0.46,31,12,8.11,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.76E-09,9.67E-03,6.75E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,Hymenena,nonccm,High,2,Light1,Light,602,13.37,14.71,207.21,15.98,223.20,15.51,0.48,31,12,8.11,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.76E-09,9.67E-03,6.75E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Hymenena,nonccm,High,2,Light1,Light,616,14.05,14.75,204.54,16.05,220.59,15.59,0.46,31,12,8.12,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,7.59E-09,9.45E-03,6.90E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,Hymenena,nonccm,High,3,Dark1,Dark,270,9.73,20.84,344.25,22.32,366.56,21.68,0.63,31,12,8.00,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Hymenena,nonccm,High,3,Dark1,Dark,280,9.70,20.32,335.70,21.76,357.46,21.13,0.63,31,12,8.00,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,Hymenena,nonccm,High,3,Dark1,Dark,291,10.03,20.58,339.98,22.04,362.02,21.40,0.64,31,12,8.00,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Hymenena,nonccm,High,3,Dark1,Dark,301,10.23,20.73,342.58,22.21,364.78,21.56,0.64,31,12,8.00,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Hymenena,nonccm,High,3,Dark1,Dark,311,9.73,20.47,338.19,21.92,360.12,21.29,0.64,31,12,8.00,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Hymenena,nonccm,High,3,Dark1,Dark,322,10.06,20.95,346.20,22.44,368.64,21.80,0.64,31,12,8.00,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,Hymenena,nonccm,High,3,Dark1,Dark,332,9.87,20.82,344.06,22.30,366.36,21.66,0.64,31,12,8.00,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Hymenena,nonccm,High,3,Dark1,Dark,342,10.25,20.79,343.49,22.27,365.75,21.61,0.65,31,12,8.00,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,Hymenena,nonccm,High,3,Dark1,Dark,352,10.13,20.78,343.28,22.25,365.53,21.61,0.65,31,12,8.00,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,Hymenena,nonccm,High,3,Dark1,Dark,362,9.60,20.78,343.34,22.26,365.59,21.62,0.64,31,12,8.00,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,Hymenena,nonccm,High,3,Dark1,Dark,372,10.06,20.70,342.06,22.17,364.24,21.52,0.65,31,12,8.00,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,Hymenena,nonccm,High,3,Dark1,Dark,382,9.81,20.96,346.38,22.45,368.84,21.82,0.64,31,12,8.00,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,Hymenena,nonccm,High,3,Dark1,Dark,393,9.89,20.79,343.50,22.27,365.77,21.63,0.64,31,12,8.00,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,Hymenena,nonccm,High,3,Dark1,Dark,403,9.87,20.85,344.42,22.33,366.75,21.68,0.65,31,12,8.00,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,Hymenena,nonccm,High,3,Dark1,Dark,414,9.72,20.78,343.33,22.26,365.59,21.62,0.64,31,12,8.00,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,Hymenena,nonccm,High,3,Dark1,Dark,424,9.79,20.76,343.05,22.24,365.29,21.59,0.65,31,12,8.00,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,Hymenena,nonccm,High,3,Dark1,Dark,434,9.16,20.60,340.33,22.06,362.39,21.43,0.63,31,12,8.00,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,Hymenena,nonccm,High,3,Dark1,Dark,444,9.44,20.69,341.85,22.16,364.01,21.52,0.64,31,12,8.00,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,Hymenena,nonccm,High,3,Dark1,Dark,454,9.24,20.67,341.53,22.14,363.67,21.51,0.63,31,12,8.00,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,Hymenena,nonccm,High,3,Dark1,Dark,464,9.39,20.63,340.85,22.10,362.95,21.46,0.64,31,12,8.00,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,Hymenena,nonccm,High,3,Dark1,Dark,474,9.03,20.67,341.52,22.14,363.65,21.51,0.63,31,12,8.00,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.00E-08,1.25E-02,5.24E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
