number,genus,metabolism,treatment,rep,run1,run2,seconds,O2_mM,HCO3,HCO3_mM,CO2_mM,DIC_mM,CO2_12_mM,CO2_13_mM,salinity,temperature,pH,K1a,K2a,K1b,K2b,K1,K2,H,K1_HCO3,K2_HCO3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4942,Rhodymenia,nonccm,High,4,Dark2,Dark,247,12.66,17.80,280.38,19.16,299.54,18.62,0.53,31,12,7.98,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.05E-08,1.30E-02,5.00E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4943,Rhodymenia,nonccm,High,4,Dark2,Dark,260,12.45,17.70,278.49,19.05,297.54,18.51,0.54,31,12,7.98,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.05E-08,1.30E-02,5.00E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4944,Rhodymenia,nonccm,High,4,Dark2,Dark,274,12.56,17.61,277.15,18.94,296.09,18.42,0.52,31,12,7.98,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.05E-08,1.30E-02,5.00E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4945,Rhodymenia,nonccm,High,4,Dark2,Dark,287,12.36,17.92,281.78,19.28,301.06,18.76,0.53,31,12,7.98,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.05E-08,1.30E-02,5.00E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4946,Rhodymenia,nonccm,High,4,Dark2,Dark,301,12.62,17.95,282.27,19.32,301.59,18.79,0.53,31,12,7.98,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.05E-08,1.30E-02,5.00E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4947,Rhodymenia,nonccm,High,4,Dark2,Dark,315,12.48,18.19,285.97,19.57,305.54,19.02,0.55,31,12,7.98,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.05E-08,1.30E-02,5.00E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4948,Rhodymenia,nonccm,High,4,Dark2,Dark,329,12.60,18.09,284.50,19.46,303.96,18.93,0.53,31,12,7.98,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.05E-08,1.30E-02,5.00E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4949,Rhodymenia,nonccm,High,4,Dark2,Dark,342,12.37,18.27,289.41,19.66,309.06,19.11,0.54,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4950,Rhodymenia,nonccm,High,4,Dark2,Dark,356,12.38,18.30,291.87,19.67,311.54,19.14,0.53,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4951,Rhodymenia,nonccm,High,4,Dark2,Dark,370,12.17,18.39,293.33,19.76,313.10,19.17,0.59,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4952,Rhodymenia,nonccm,High,4,Dark2,Dark,384,12.20,18.39,293.19,19.77,312.96,19.22,0.54,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4953,Rhodymenia,nonccm,High,4,Dark2,Dark,397,11.97,18.65,297.65,20.04,317.70,19.48,0.56,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4954,Rhodymenia,nonccm,High,4,Dark2,Dark,411,12.16,18.32,292.27,19.69,311.96,19.15,0.55,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4955,Rhodymenia,nonccm,High,4,Dark2,Dark,425,11.99,18.58,296.24,19.97,316.20,19.41,0.56,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4956,Rhodymenia,nonccm,High,4,Dark2,Dark,439,11.86,18.82,300.10,20.23,320.33,19.66,0.56,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4957,Rhodymenia,nonccm,High,4,Dark2,Dark,453,12.06,18.76,301.21,20.14,321.35,19.58,0.57,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4958,Rhodymenia,nonccm,High,4,Dark2,Dark,466,11.93,18.78,301.57,20.18,321.74,19.63,0.55,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4959,Rhodymenia,nonccm,High,4,Dark2,Dark,479,11.74,18.88,303.36,20.28,323.64,19.71,0.57,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4960,Rhodymenia,nonccm,High,4,Dark2,Dark,492,11.53,18.89,305.27,20.28,325.55,19.71,0.57,31,12,7.96,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.10E-08,1.37E-02,4.78E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4961,Rhodymenia,nonccm,High,4,Dark2,Dark,505,11.78,18.88,304.97,20.27,325.24,19.72,0.55,31,12,7.96,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.10E-08,1.37E-02,4.78E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4962,Rhodymenia,nonccm,High,4,Dark2,Dark,518,11.50,18.82,304.37,20.21,324.58,19.65,0.56,31,12,7.96,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.10E-08,1.37E-02,4.78E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4963,Rhodymenia,nonccm,High,4,Dark2,Dark,531,11.42,18.96,306.32,20.36,326.68,19.78,0.57,31,12,7.96,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.10E-08,1.37E-02,4.78E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4964,Rhodymenia,nonccm,High,4,Dark2,Dark,545,11.40,19.23,310.85,20.65,331.50,20.06,0.59,31,12,7.96,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.10E-08,1.37E-02,4.78E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4965,Rhodymenia,nonccm,High,4,Light1,Light,175,10.71,23.66,411.88,25.23,437.11,24.53,0.70,31,12,7.93,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.17E-08,1.46E-02,4.46E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4966,Rhodymenia,nonccm,High,4,Light1,Light,190,10.80,23.59,410.66,25.16,435.82,24.43,0.73,31,12,7.93,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.17E-08,1.46E-02,4.46E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4967,Rhodymenia,nonccm,High,4,Light1,Light,204,10.81,23.22,404.35,24.76,429.11,24.08,0.68,31,12,7.93,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.17E-08,1.46E-02,4.46E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4968,Rhodymenia,nonccm,High,4,Light1,Light,217,10.86,23.11,400.28,24.66,424.94,23.99,0.67,31,12,7.94,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.15E-08,1.43E-02,4.56E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4969,Rhodymenia,nonccm,High,4,Light1,Light,231,11.01,22.83,392.83,24.37,417.20,23.71,0.66,31,12,7.94,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.15E-08,1.43E-02,4.56E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4970,Rhodymenia,nonccm,High,4,Light1,Light,244,11.46,22.80,392.33,24.34,416.67,23.66,0.68,31,12,7.94,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.15E-08,1.43E-02,4.56E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4971,Rhodymenia,nonccm,High,4,Light1,Light,258,11.04,22.44,386.18,23.95,410.13,23.28,0.68,31,12,7.94,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.15E-08,1.43E-02,4.56E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4972,Rhodymenia,nonccm,High,4,Light1,Light,271,11.25,22.30,383.73,23.81,407.54,23.13,0.68,31,12,7.94,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.15E-08,1.43E-02,4.56E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4973,Rhodymenia,nonccm,High,4,Light1,Light,285,11.76,22.09,377.68,23.59,401.27,22.94,0.65,31,12,7.94,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.15E-08,1.43E-02,4.56E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4974,Rhodymenia,nonccm,High,4,Light1,Light,299,11.49,22.11,377.92,23.61,401.53,22.93,0.67,31,12,7.94,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.15E-08,1.43E-02,4.56E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4975,Rhodymenia,nonccm,High,4,Light1,Light,312,11.39,21.56,368.52,23.03,391.54,22.38,0.65,31,12,7.94,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.15E-08,1.43E-02,4.56E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4976,Rhodymenia,nonccm,High,4,Light1,Light,326,11.32,21.38,363.50,22.85,386.34,22.19,0.65,31,12,7.95,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.12E-08,1.40E-02,4.67E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4977,Rhodymenia,nonccm,High,4,Light1,Light,340,11.84,21.18,357.69,22.64,380.33,22.03,0.62,31,12,7.95,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.12E-08,1.40E-02,4.67E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4978,Rhodymenia,nonccm,High,4,Light1,Light,354,11.82,21.06,355.81,22.52,378.33,21.86,0.66,31,12,7.95,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.12E-08,1.40E-02,4.67E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4979,Rhodymenia,nonccm,High,4,Light1,Light,367,11.52,20.78,351.05,22.21,373.26,21.60,0.61,31,12,7.95,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.12E-08,1.40E-02,4.67E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4980,Rhodymenia,nonccm,High,4,Light1,Light,381,11.77,20.68,349.30,22.11,371.41,21.50,0.61,31,12,7.95,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.12E-08,1.40E-02,4.67E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4981,Rhodymenia,nonccm,High,4,Light1,Light,394,11.97,20.41,342.58,21.84,364.42,21.21,0.63,31,12,7.95,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.12E-08,1.40E-02,4.67E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4982,Rhodymenia,nonccm,High,4,Light1,Light,408,12.02,20.27,338.41,21.70,360.11,21.08,0.62,31,12,7.96,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.10E-08,1.37E-02,4.78E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4983,Rhodymenia,nonccm,High,4,Light1,Light,421,11.95,20.19,337.09,21.61,358.70,21.00,0.61,31,12,7.96,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.10E-08,1.37E-02,4.78E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4984,Rhodymenia,nonccm,High,4,Light1,Light,434,12.31,19.84,328.81,21.24,350.05,20.65,0.60,31,12,7.96,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.10E-08,1.37E-02,4.78E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4985,Rhodymenia,nonccm,High,4,Light1,Light,448,12.44,19.90,329.84,21.31,351.15,20.74,0.57,31,12,7.96,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.10E-08,1.37E-02,4.78E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4986,Rhodymenia,nonccm,High,4,Light1,Light,461,12.23,19.52,323.78,20.91,344.68,20.31,0.59,31,12,7.96,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.10E-08,1.37E-02,4.78E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4987,Rhodymenia,nonccm,High,4,Light1,Light,475,12.64,19.43,319.94,20.82,340.76,20.24,0.58,31,12,7.96,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.10E-08,1.37E-02,4.78E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4988,Rhodymenia,nonccm,High,4,Light1,Light,488,13.05,19.26,315.32,20.65,335.97,20.08,0.57,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4989,Rhodymenia,nonccm,High,4,Light1,Light,501,12.48,19.13,313.12,20.51,333.63,19.92,0.59,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4990,Rhodymenia,nonccm,High,4,Light1,Light,515,12.89,18.79,305.49,20.16,325.65,19.62,0.54,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4991,Rhodymenia,nonccm,High,4,Light1,Light,528,12.82,18.51,300.93,19.85,320.78,19.32,0.53,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4992,Rhodymenia,nonccm,High,4,Light1,Light,542,12.76,18.57,302.01,19.92,321.93,19.34,0.58,31,12,7.97,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.07E-08,1.33E-02,4.89E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4993,Rhodymenia,nonccm,High,4,Light1,Light,555,12.96,18.23,292.67,19.58,312.25,19.04,0.54,31,12,7.98,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,1.05E-08,1.30E-02,5.00E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5204,Rhodymenia,nonccm,High,5,Dark1,Dark,701,13.79,25.84,421.40,27.71,449.11,26.94,0.78,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5205,Rhodymenia,nonccm,High,5,Dark1,Dark,715,13.23,26.01,424.13,27.89,452.02,27.10,0.79,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5206,Rhodymenia,nonccm,High,5,Dark1,Dark,729,13.54,25.89,422.14,27.76,449.90,26.98,0.78,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5207,Rhodymenia,nonccm,High,5,Dark1,Dark,743,13.54,25.91,422.48,27.78,450.27,26.98,0.80,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5208,Rhodymenia,nonccm,High,5,Dark1,Dark,757,13.62,26.40,430.42,28.30,458.73,27.52,0.78,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5209,Rhodymenia,nonccm,High,5,Dark1,Dark,771,13.14,26.29,428.75,28.19,456.94,27.41,0.78,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5210,Rhodymenia,nonccm,High,5,Dark1,Dark,785,13.95,25.70,419.07,27.56,446.63,26.81,0.75,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5211,Rhodymenia,nonccm,High,5,Dark1,Dark,798,13.85,26.35,429.73,28.26,457.99,27.46,0.80,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5212,Rhodymenia,nonccm,High,5,Dark1,Dark,813,13.77,26.24,427.92,28.14,456.06,27.37,0.77,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5213,Rhodymenia,nonccm,High,5,Dark1,Dark,827,13.24,26.46,431.42,28.37,459.79,27.61,0.76,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5214,Rhodymenia,nonccm,High,5,Dark1,Dark,841,13.38,25.82,421.00,27.68,448.68,26.93,0.75,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5215,Rhodymenia,nonccm,High,5,Dark1,Dark,854,13.62,26.35,429.72,28.26,457.98,27.47,0.79,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5216,Rhodymenia,nonccm,High,5,Dark1,Dark,868,13.29,26.57,433.29,28.49,461.78,27.74,0.75,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5217,Rhodymenia,nonccm,High,5,Dark1,Dark,882,13.28,26.20,427.22,28.09,455.31,27.30,0.80,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5218,Rhodymenia,nonccm,High,5,Dark1,Dark,896,13.17,26.26,428.14,28.15,456.30,27.39,0.76,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5219,Rhodymenia,nonccm,High,5,Dark1,Dark,910,13.29,26.28,428.56,28.18,456.74,27.42,0.76,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5220,Rhodymenia,nonccm,High,5,Dark1,Dark,924,12.90,25.98,423.55,27.85,451.40,27.09,0.76,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5221,Rhodymenia,nonccm,High,5,Dark1,Dark,937,13.16,25.91,422.39,27.78,450.17,27.02,0.76,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5222,Rhodymenia,nonccm,High,5,Dark1,Dark,951,13.02,26.63,434.21,28.55,462.76,27.76,0.79,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5223,Rhodymenia,nonccm,High,5,Dark1,Dark,965,12.86,26.54,432.76,28.46,461.22,27.69,0.77,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5224,Rhodymenia,nonccm,High,5,Dark1,Dark,979,13.00,26.45,431.32,28.36,459.69,27.58,0.78,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5225,Rhodymenia,nonccm,High,5,Dark1,Dark,994,12.85,26.61,433.85,28.53,462.38,27.73,0.80,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5226,Rhodymenia,nonccm,High,5,Dark1,Dark,1008,13.53,26.43,430.99,28.34,459.33,27.59,0.76,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5227,Rhodymenia,nonccm,High,5,Dark1,Dark,1022,12.81,26.57,433.23,28.49,461.71,27.73,0.76,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5228,Rhodymenia,nonccm,High,5,Dark1,Dark,1036,12.76,26.46,431.46,28.37,459.83,27.57,0.80,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5229,Rhodymenia,nonccm,High,5,Dark1,Dark,1050,12.55,26.70,435.34,28.63,463.97,27.83,0.80,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5230,Rhodymenia,nonccm,High,5,Dark1,Dark,1064,12.47,26.85,437.84,28.79,466.63,28.02,0.77,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5231,Rhodymenia,nonccm,High,5,Dark1,Dark,1078,12.99,26.65,434.56,28.58,463.13,27.79,0.79,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5232,Rhodymenia,nonccm,High,5,Dark1,Dark,1092,12.59,26.38,430.10,28.28,458.38,27.49,0.80,31,12,8.01,8.17543E-07,5.71791E-10,7.87754E-07,4.75501E-10,8.03E-07,5.23646E-10,9.77E-09,1.22E-02,5.36E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
