number,genus,metabolism,treatment,rep,run1,run2,seconds,O2_mM,HCO3_mM,CO2_mM,CO2_12_mM,CO2_13_mM,salinity,temperature,pH
5144,Rhodymenia,non,High,5,Light1,Light,532,15.6211207,20.0427113,21.6241241,21.02439968,0.599724418,31,12,8.06
5145,Rhodymenia,non,High,5,Light1,Light,546,15.17467279,19.82571603,21.39000786,20.78725971,0.602748148,31,12,8.06
5146,Rhodymenia,non,High,5,Light1,Light,561,15.94547722,19.60186056,21.14848887,20.55697864,0.591510225,31,12,8.06
5147,Rhodymenia,non,High,5,Light1,Light,575,16.48333583,19.53248441,21.10207995,20.54580118,0.556278773,31,12,8.07
5148,Rhodymenia,non,High,5,Light1,Light,589,16.01176261,19.49004866,21.05623493,20.45041172,0.60582321,31,12,8.07
5149,Rhodymenia,non,High,5,Light1,Light,603,16.32494531,19.02746466,20.55647671,20.00267825,0.553798451,31,12,8.07
5150,Rhodymenia,non,High,5,Light1,Light,617,16.59008688,18.91841199,20.43866101,19.92265781,0.516003205,31,12,8.07
5151,Rhodymenia,non,High,5,Light1,Light,631,16.45334958,18.70117662,20.23199808,19.70787276,0.524125328,31,12,8.08
5152,Rhodymenia,non,High,5,Light1,Light,645,16.91128696,18.77384493,20.31061504,19.72895751,0.581657534,31,12,8.08
5153,Rhodymenia,non,High,5,Light1,Light,659,16.55309332,18.34096743,19.8423046,19.27842968,0.563874926,31,12,8.08
5154,Rhodymenia,non,High,5,Dark2,Dark,195,16.49166885,18.50049382,20.07276974,19.49600909,0.576760648,31,12,8.1
5155,Rhodymenia,non,High,5,Dark2,Dark,209,16.71003188,18.52291881,20.0971017,19.5366544,0.560447303,31,12,8.1
5156,Rhodymenia,non,High,5,Dark2,Dark,223,16.08290893,18.37520654,19.93683403,19.39769825,0.539135784,31,12,8.1
5157,Rhodymenia,non,High,5,Dark2,Dark,237,16.07596475,18.39494241,19.95824759,19.42297455,0.535273036,31,12,8.1
5158,Rhodymenia,non,High,5,Dark2,Dark,251,16.50145384,18.33275898,19.8907803,19.33037946,0.560400843,31,12,8.1
5159,Rhodymenia,non,High,5,Dark2,Dark,265,16.21547972,18.50893672,20.08192965,19.52128539,0.560644258,31,12,8.1
5160,Rhodymenia,non,High,5,Dark2,Dark,278,16.01662354,18.46850935,20.03806674,19.46933561,0.568731133,31,12,8.1
5161,Rhodymenia,non,High,5,Dark2,Dark,292,15.50464779,18.57222833,20.15060027,19.58580982,0.564790456,31,12,8.1
5162,Rhodymenia,non,High,5,Dark2,Dark,306,15.90015063,18.56600512,20.14384765,19.587207,0.556640648,31,12,8.1
5163,Rhodymenia,non,High,5,Dark2,Dark,320,15.06653291,18.61969033,20.20209668,19.6377596,0.564337076,31,12,8.1
5164,Rhodymenia,non,High,5,Dark2,Dark,334,16.04105444,18.41782007,19.98306983,19.4018898,0.581180037,31,12,8.1
5165,Rhodymenia,non,High,5,Dark2,Dark,347,16.00551284,18.68785723,20.27605636,19.71625585,0.559800507,31,12,8.1
5166,Rhodymenia,non,High,5,Dark2,Dark,361,15.85652853,18.99196276,20.60600634,20.0321461,0.573860235,31,12,8.1
5167,Rhodymenia,non,High,5,Dark2,Dark,375,15.71878117,18.70187286,20.29126399,19.7219716,0.569292388,31,12,8.1
5168,Rhodymenia,non,High,5,Dark2,Dark,389,15.46348772,18.83302792,20.43356544,19.88188548,0.551679959,31,12,8.1
5169,Rhodymenia,non,High,5,Dark2,Dark,403,15.39720233,18.71569233,20.30625732,19.74864508,0.557612241,31,12,8.1
5170,Rhodymenia,non,High,5,Dark2,Dark,417,15.42788299,18.8073572,20.40571284,19.84543172,0.560281117,31,12,8.1
5171,Rhodymenia,non,High,5,Dark2,Dark,431,15.10491531,18.71114899,20.3013289,19.74153215,0.55979675,31,12,8.1
5172,Rhodymenia,non,High,5,Dark2,Dark,445,15.2632427,18.6353087,20.21904184,19.66583027,0.553211571,31,12,8.1
5173,Rhodymenia,non,High,5,Dark2,Dark,460,14.95630977,18.87486356,20.47895584,19.91567189,0.563283951,31,12,8.1
5174,Rhodymenia,non,High,5,Dark2,Dark,474,15.50041815,19.02783002,20.64492212,20.04332356,0.601598559,31,12,8.1
5175,Rhodymenia,non,High,5,Dark2,Dark,488,14.80985062,18.70069595,20.28998623,19.72476596,0.565220267,31,12,8.1
5176,Rhodymenia,non,High,5,Dark2,Dark,502,15.11084943,19.03351842,20.65109373,20.12613838,0.524955357,31,12,8.1
5177,Rhodymenia,non,High,5,Dark2,Dark,517,14.79937121,18.8906764,20.49611245,19.95492002,0.541192432,31,12,8.1
5178,Rhodymenia,non,High,5,Dark2,Dark,530,14.97026127,19.05416296,20.67349315,20.14023722,0.533255927,31,12,8.1
5179,Rhodymenia,non,High,5,Dark2,Dark,544,14.87121195,19.03928058,20.65734746,20.09387616,0.563471295,31,12,8.1
5180,Rhodymenia,non,High,5,Dark2,Dark,559,15.38672292,19.32019494,20.96213274,20.3254274,0.636705332,31,12,8.1
5181,Rhodymenia,non,High,5,Dark2,Dark,573,14.74811051,18.99572485,20.61008858,20.02655737,0.58353121,31,12,8.1
5182,Rhodymenia,non,High,5,Dark2,Dark,587,14.8656566,18.95659678,20.56763403,19.98578505,0.581848981,31,12,8.1
5183,Rhodymenia,non,High,5,Dark2,Dark,601,14.9179905,19.08310334,20.67461976,20.12054965,0.554070112,31,12,8.09
5184,Rhodymenia,non,High,5,Dark2,Dark,615,14.36201388,19.28881014,20.8974823,20.31145558,0.586026718,31,12,8.09
5185,Rhodymenia,non,High,5,Dark2,Dark,629,14.41295893,19.09081315,20.68297151,20.1163581,0.566613412,31,12,8.09
5186,Rhodymenia,non,High,5,Dark2,Dark,643,14.89078192,19.32924297,20.94128569,20.32123586,0.620049835,31,12,8.09
5187,Rhodymenia,non,High,5,Dark2,Dark,657,14.58523783,19.42882575,21.04917535,20.46717791,0.581997441,31,12,8.09
5188,Rhodymenia,non,High,5,Dark2,Dark,671,15.17328396,19.44081356,21.0621615,20.44190161,0.620259891,31,12,8.09
5189,Rhodymenia,non,High,5,Dark2,Dark,685,14.66124508,19.35992606,20.97452976,20.39846194,0.576067818,31,12,8.09
5190,Rhodymenia,non,High,5,Dark2,Dark,700,14.52103569,19.31925313,20.93046305,20.32263304,0.607830017,31,12,8.09
5191,Rhodymenia,non,High,5,Dark2,Dark,713,14.27969373,19.68639578,21.32822566,20.73111838,0.59710728,31,12,8.09
5192,Rhodymenia,non,High,5,Dark2,Dark,727,14.51339709,19.70617566,21.34965469,20.75067894,0.598975749,31,12,8.09
5193,Rhodymenia,non,High,5,Dark2,Dark,742,14.47570911,19.47677531,21.10112396,20.51633333,0.584790629,31,12,8.09
5194,Pyropia,non,Low,5,Dark1,Dark,410,12.3488318,24.38991996,26.06547206,25.32899182,0.736480236,31,12,7.98
5195,Pyropia,non,Low,5,Dark1,Dark,423,12.83782861,24.61644717,26.3075611,25.57603908,0.731522018,31,12,7.98
5196,Pyropia,non,Low,5,Dark1,Dark,437,11.90061629,24.36022412,26.03373646,25.30523972,0.728496743,31,12,7.98
5197,Pyropia,non,Low,5,Dark1,Dark,452,11.74746547,24.81470486,26.51943976,25.77113656,0.748303204,31,12,7.98
5198,Pyropia,non,Low,5,Dark1,Dark,465,12.31114382,24.77881181,26.4810817,25.7262997,0.754781997,31,12,7.98
5199,Pyropia,non,Low,5,Dark1,Dark,479,11.94909932,24.67566525,26.37084713,25.6251945,0.745652629,31,12,7.98
5200,Pyropia,non,Low,5,Dark1,Dark,492,12.4332352,24.42371437,26.10158853,25.36976414,0.731824385,31,12,7.98
5201,Pyropia,non,Low,5,Dark1,Dark,507,11.95326583,24.46590674,26.14667884,25.44127448,0.705404358,31,12,7.98
5202,Pyropia,non,Low,5,Dark1,Dark,521,11.78931996,24.20941136,25.87256336,25.12271688,0.749846479,31,12,7.98
5203,Pyropia,non,Low,5,Dark1,Dark,535,11.57796425,24.43170214,26.11012471,25.35426812,0.755856589,31,12,7.98
5204,Pyropia,non,Low,5,Dark1,Dark,549,12.39971373,24.60308089,26.29327695,25.53539377,0.757883175,31,12,7.98
5205,Pyropia,non,Low,5,Dark1,Dark,563,12.60481968,25.01222555,26.73053049,25.99151034,0.739020152,31,12,7.98
5206,Pyropia,non,Low,5,Dark1,Dark,577,11.81097319,24.38261472,26.05766415,25.3319132,0.725750952,31,12,7.98
5207,Pyropia,non,Low,5,Dark1,Dark,591,12.07049628,24.66385465,26.35822664,25.60969848,0.748528162,31,12,7.98
5208,Pyropia,non,Low,5,Dark1,Dark,605,12.4687768,24.80800555,26.5122793,25.77393092,0.738348375,31,12,7.98
5209,Pyropia,non,Low,5,Dark1,Dark,619,11.91071692,24.65130536,26.34481362,25.6251945,0.719619124,31,12,7.98
5210,Pyropia,non,Low,5,Dark1,Dark,633,11.75100069,24.33024573,26.00169859,25.26942104,0.732277545,31,12,7.98
5211,Pyropia,non,Low,5,Dark1,Dark,647,11.91280018,24.35719445,26.03049884,25.28834651,0.742152327,31,12,7.98
5212,Pyropia,non,Low,5,Dark1,Dark,661,11.48731108,24.54736395,26.23373172,25.47366371,0.760068008,31,12,7.98
5213,Pyropia,non,Low,5,Dark1,Dark,675,11.67631914,25.03795049,26.75802184,25.99989343,0.75812841,31,12,7.98
5214,Pyropia,non,Low,5,Dark1,Dark,689,12.11582286,24.97473937,26.69046772,25.91148989,0.778977834,31,12,7.98
5215,Pyropia,non,Low,5,Dark1,Dark,703,11.55290206,25.04945301,26.77031536,25.9943047,0.776010661,31,12,7.98
5216,Pyropia,non,Low,5,Dark1,Dark,717,11.71053503,24.70132551,26.39827168,25.6588539,0.73941778,31,12,7.98
5217,Pyropia,non,Low,5,Dark1,Dark,731,11.97068942,25.24051779,26.97450363,26.25113224,0.723371388,31,12,7.98
5218,Pyropia,non,Low,5,Dark1,Dark,745,11.8116676,24.81916936,26.52421087,25.80060441,0.723606458,31,12,7.98
5219,Pyropia,non,Low,5,Dark1,Dark,758,11.79386524,25.1731962,26.90255845,26.15993433,0.742624115,31,12,7.98
5220,Pyropia,non,Low,5,Dark1,Dark,772,11.75933371,24.77526131,26.47728513,25.7346828,0.74260233,31,12,7.98
5221,Pyropia,non,Low,5,Dark1,Dark,787,11.71956247,25.27543216,27.01181754,26.25252943,0.759288112,31,12,7.98
5222,Pyropia,non,Low,5,Dark1,Dark,800,11.70352772,25.17699009,26.90661323,26.15574279,0.750870442,31,12,7.98
5223,Pyropia,non,Low,5,Dark1,Dark,815,11.76425777,25.45418764,27.20285496,26.43086071,0.771994246,31,12,7.98
5224,Pyropia,non,Low,5,Dark1,Dark,829,11.23618414,25.12670102,26.85286896,26.12627494,0.72659402,31,12,7.98
5225,Pyropia,non,Low,5,Dark1,Dark,843,11.84234827,25.74341193,27.51194718,26.72134765,0.790599528,31,12,7.98
5226,Pyropia,non,Low,5,Dark1,Dark,857,11.90585599,25.59107243,27.34914192,26.61884526,0.730296655,31,12,7.98
5227,Pyropia,non,Low,5,Dark1,Dark,871,11.82075817,25.61867645,27.3786424,26.6160509,0.762591504,31,12,7.98
5228,Pyropia,non,Low,5,Dark1,Dark,885,11.6107913,25.78810293,27.55970753,26.83502749,0.724680034,31,12,7.98
5229,Pyropia,non,Low,5,Dark1,Dark,900,11.68402088,25.69701037,27.46235912,26.67778096,0.78457816,31,12,7.98
5230,Pyropia,non,Low,5,Dark1,Dark,914,11.30385837,25.86441991,27.64126839,26.84912633,0.792142056,31,12,7.98
5231,Pyropia,non,Low,5,Dark1,Dark,928,11.43844928,25.45952019,27.20855302,26.42946353,0.779089493,31,12,7.98
5232,Pyropia,non,Low,5,Dark1,Dark,942,11.50473467,26.03598929,27.8246257,27.08486912,0.739756583,31,12,7.98
5233,Pyropia,non,Low,5,Dark1,Dark,956,11.76211138,26.07751616,27.86900421,27.15790366,0.711100556,31,12,7.98
5234,Pyropia,non,Low,5,Dark1,Dark,970,12.27762235,26.00564156,27.79219174,27.03012497,0.762066765,31,12,7.98
5235,Pyropia,non,Low,5,Dark1,Dark,984,11.58844365,25.74362129,27.51217139,26.76910589,0.74306551,31,12,7.98
5236,Pyropia,non,Low,5,Dark1,Dark,998,11.72795862,26.14221488,27.93814617,27.18305294,0.755093226,31,12,7.98
5237,Pyropia,non,Low,5,Dark1,Dark,1012,11.28782361,26.05130103,27.84098861,27.10036514,0.740623466,31,12,7.98
5238,Pyropia,non,Low,5,Dark1,Dark,1026,11.62120758,25.6454856,27.40729394,26.59928471,0.80800923,31,12,7.98
5239,Pyropia,non,Low,5,Dark1,Dark,1040,11.29685105,26.42608279,28.24151703,27.44280186,0.798715165,31,12,7.98
5240,Pyropia,non,Low,5,Light1,Light,183,12.51063129,25.94009011,27.72213802,26.93752988,0.784608138,31,12,7.98
5241,Pyropia,non,Low,5,Light1,Light,197,12.22951809,25.82088802,27.59474487,26.83998114,0.754763731,31,12,7.98
5242,Pyropia,non,Low,5,Light1,Light,211,12.46530471,26.32591484,28.13446888,27.34728539,0.78718349,31,12,7.98
5243,Pyropia,non,Low,5,Light1,Light,225,12.17579536,25.35333886,27.09507807,26.32975551,0.765322556,31,12,7.98
5244,Pyropia,non,Low,5,Light1,Light,239,11.45448403,25.34376137,27.08484086,26.2891102,0.795730656,31,12,7.98
5245,Pyropia,non,Low,5,Light1,Light,253,11.81722295,25.62999344,27.39073716,26.63014974,0.760587426,31,12,7.98
5246,Pyropia,non,Low,5,Light1,Light,267,12.01500594,25.50354909,27.25560512,26.47709475,0.778510371,31,12,7.98
5247,Pyropia,non,Low,5,Light1,Light,281,12.3488318,25.50796593,27.26032698,26.50376823,0.756558743,31,12,7.98
5248,Pyropia,non,Low,5,Light1,Light,295,12.28147322,24.91661912,26.62835549,25.89612088,0.732234608,31,12,7.98
5249,Pyropia,non,Low,5,Light1,Light,309,11.57726983,24.90335837,26.61418399,25.90869552,0.705488466,31,12,7.98
5250,Pyropia,non,Low,5,Light1,Light,323,12.11582286,25.04327283,26.76371086,26.04549239,0.718218473,31,12,7.98
5251,Pyropia,non,Low,5,Light1,Light,337,12.14025377,25.06767697,26.78979033,26.06378278,0.726007556,31,12,7.98
5252,Pyropia,non,Low,5,Light1,Light,351,13.19987312,25.11175451,26.86555463,26.12487776,0.74067687,31,12,7.99
5253,Pyropia,non,Low,5,Light1,Light,365,12.58947934,24.64928797,26.37079053,25.65745671,0.713333811,31,12,7.99
5254,Pyropia,non,Low,5,Light1,Light,379,11.72795862,24.5542732,26.26913795,25.58734356,0.681794389,31,12,7.99
5255,Pyropia,non,Low,5,Light1,Light,393,12.79458529,25.10525447,26.85860078,26.1121761,0.746424687,31,12,7.99
5256,Pyropia,non,Low,5,Light1,Light,406,12.34321333,24.3026659,25.99995915,25.29812679,0.701832361,31,12,7.99
5257,Pyropia,non,Low,5,Light1,Light,420,12.9396556,24.4666766,26.1754248,25.43009702,0.745327776,31,12,7.99
5258,Pyropia,non,Low,5,Light1,Light,434,13.18731046,24.15250879,25.83931448,25.1213197,0.717994784,31,12,7.99
5259,Pyropia,non,Low,5,Light1,Light,448,12.89148822,24.30967431,26.00745695,25.3066369,0.700820045,31,12,7.99
5260,Pyropia,non,Low,5,Light1,Light,462,13.11685855,24.51126891,26.22313133,25.48484117,0.738290159,31,12,7.99
5261,Pyropia,non,Low,5,Light1,Light,476,12.9891487,23.86498383,25.53170909,24.81114519,0.720563892,31,12,7.99
5262,Pyropia,non,Low,5,Light1,Light,490,12.82457154,24.10042476,25.81199297,25.06657555,0.745417416,31,12,8
5263,Pyropia,non,Low,5,Light1,Light,504,13.1928658,24.05370759,25.76195812,25.05819246,0.703765665,31,12,8
5264,Pyropia,non,Low,5,Light1,Light,519,12.98706544,23.89982132,25.59714269,24.87427244,0.722870251,31,12,8
5265,Pyropia,non,Low,5,Light1,Light,533,12.99546159,23.63953361,25.31836871,24.6174449,0.70092381,31,12,8
5266,Pyropia,non,Low,5,Light1,Light,546,12.90266204,23.72901245,25.41420317,24.67777778,0.73642539,31,12,8
5267,Pyropia,non,Low,5,Light1,Light,561,12.89849553,23.52828332,25.1992192,24.52205544,0.677163756,31,12,8
5268,Pyropia,non,Low,5,Light1,Light,575,12.85594662,23.36215517,25.02129259,24.3241636,0.697128992,31,12,8
5269,Pyropia,non,Low,5,Light1,Light,589,12.9919895,23.1468506,24.79069799,24.12487457,0.665823414,31,12,8
5270,Pyropia,non,Low,5,Light1,Light,603,13.11894181,23.12862614,24.79930286,24.12627176,0.6730311,31,12,8.01
5271,Pyropia,non,Low,5,Light1,Light,617,12.80222389,23.233241,24.91147509,24.22026403,0.691211062,31,12,8.01
5272,Pyropia,non,Low,5,Light1,Light,631,13.07708732,22.90741273,24.56211173,23.86652284,0.695588891,31,12,8.01
5273,Pyropia,non,Low,5,Light1,Light,645,13.15871304,23.01938677,24.68217234,24.03913838,0.643033962,31,12,8.01
5274,Pyropia,non,Low,5,Light1,Light,659,13.70351584,23.03974245,24.70399925,24.03075528,0.673243964,31,12,8.01
5275,Pyropia,non,Low,5,Dark2,Dark,239,13.84580849,23.75766005,25.50357345,24.79145762,0.712115831,31,12,8.02
5276,Pyropia,non,Low,5,Dark2,Dark,253,13.80117632,23.55256192,25.28340269,24.59775733,0.685645364,31,12,8.02
5277,Pyropia,non,Low,5,Dark2,Dark,267,13.67138321,23.7467748,25.49188854,24.79425199,0.697636548,31,12,8.02
5278,Pyropia,non,Low,5,Dark2,Dark,281,13.28983186,23.61788018,25.35352138,24.66520314,0.688318245,31,12,8.02
5279,Pyropia,non,Low,5,Dark2,Dark,295,13.14122633,23.88216939,25.63723294,24.92203067,0.715202267,31,12,8.02
5280,Pyropia,non,Low,5,Dark2,Dark,309,13.8744059,23.99101509,25.7540787,24.98934947,0.764729234,31,12,8.02
5281,Pyropia,non,Low,5,Dark2,Dark,323,13.15587224,23.92254682,25.68057745,24.98376074,0.696816717,31,12,8.02
5282,Pyropia,non,Low,5,Dark2,Dark,338,13.50396525,23.94743005,25.70728972,25.00205112,0.705238592,31,12,8.02
5283,Pyropia,non,Low,5,Dark2,Dark,351,13.22285205,24.23994905,26.02130475,25.31921154,0.702093207,31,12,8.02
5284,Pyropia,non,Low,5,Dark2,Dark,365,13.5228408,24.07069735,25.83961509,25.14100727,0.698607821,31,12,8.02
5285,Pyropia,non,Low,5,Dark2,Dark,379,13.86184324,24.29583829,26.0508272,25.32899182,0.721835379,31,12,8.01
5286,Pyropia,non,Low,5,Dark2,Dark,393,13.62605663,24.23581796,25.98647163,25.27856623,0.707905396,31,12,8.01
5287,Pyropia,non,Low,5,Dark2,Dark,407,12.87475905,24.27917917,26.03296402,25.32340309,0.709560932,31,12,8.01
5288,Pyropia,non,Low,5,Dark2,Dark,422,13.83116257,24.17294421,25.91905642,25.21112043,0.707935996,31,12,8.01
5289,Pyropia,non,Low,5,Dark2,Dark,436,12.92778736,24.35788587,26.11735791,25.40761509,0.709742823,31,12,8.01
5290,Pyropia,non,Low,5,Dark2,Dark,449,13.27101944,24.32130706,26.07813591,25.35287094,0.725264969,31,12,8.01
5291,Pyropia,non,Low,5,Dark2,Dark,463,12.89849553,24.39982037,26.16232196,25.44127448,0.721047475,31,12,8.01
5292,Pyropia,non,Low,5,Dark2,Dark,477,13.0456491,24.86900188,26.66539344,25.9536594,0.711734047,31,12,8.01
5293,Pyropia,non,Low,5,Dark2,Dark,492,12.97734358,24.54758268,26.32075742,25.58734356,0.733413857,31,12,8.01
5294,Pyropia,non,Low,5,Dark2,Dark,506,13.0735521,24.51396417,26.28470905,25.57045035,0.714258699,31,12,8.01
5295,Pyropia,non,Low,5,Dark2,Dark,519,12.88176636,24.49711844,26.26664787,25.53679096,0.729856914,31,12,8.01
5296,Pyropia,non,Low,5,Dark2,Dark,533,13.21660229,25.08363647,26.89553203,26.16412588,0.731406145,31,12,8.01
5297,Pyropia,non,Low,5,Dark2,Dark,548,12.60273642,24.90983877,26.70918001,25.97461713,0.734562877,31,12,8.01
5298,Pyropia,non,Low,5,Dark2,Dark,562,12.82943246,24.89897303,26.69752862,25.96763122,0.729897396,31,12,8.01
5299,Pyropia,non,Low,5,Dark2,Dark,576,12.80708482,24.9602114,26.76319118,26.01818382,0.745007359,31,12,8.01
5300,Pyropia,non,Low,5,Dark2,Dark,590,12.9536071,24.71029578,26.49522406,25.73747716,0.757746898,31,12,8.01
5301,Pyropia,non,Low,5,Dark2,Dark,604,13.024059,24.72539926,26.51141706,25.8105117,0.700905358,31,12,8.01
5302,Opuntiella,ccm,High,5,Dark1,Dark,381,12.72129258,29.38667729,31.34161849,30.46173211,0.879886386,31,12,7.96
5303,Opuntiella,ccm,High,5,Dark1,Dark,395,13.26331771,29.97781044,31.97207656,31.09198841,0.88008815,31,12,7.96
5304,Opuntiella,ccm,High,5,Dark1,Dark,409,12.78618914,29.3937416,31.34915012,30.4463631,0.902787025,31,12,7.96
5305,Opuntiella,ccm,High,5,Dark1,Dark,423,12.74155697,29.60440861,31.57383088,30.72135401,0.852476867,31,12,7.96
5306,Opuntiella,ccm,High,5,Dark1,Dark,437,13.03030877,29.88137638,31.86922436,30.94591934,0.923305025,31,12,7.96
5307,Opuntiella,ccm,High,5,Dark1,Dark,451,12.75828614,29.59571382,31.56456059,30.65962395,0.904936646,31,12,7.96
5308,Opuntiella,ccm,High,5,Dark1,Dark,465,12.93056504,29.84727261,31.83285319,30.93194751,0.900905681,31,12,7.96
5309,Opuntiella,ccm,High,5,Dark1,Dark,478,13.22632415,30.1401905,32.14525426,31.28276733,0.86248693,31,12,7.96
5310,Opuntiella,ccm,High,5,Dark1,Dark,492,12.93334271,30.41190183,32.43504209,31.56067962,0.874362471,31,12,7.96
5311,Opuntiella,ccm,High,5,Dark1,Dark,506,13.10006625,30.20757256,32.21712127,31.32138037,0.895740902,31,12,7.96
5312,Opuntiella,ccm,High,5,Dark1,Dark,520,13.33099194,30.26787668,32.28143635,31.35440468,0.927031672,31,12,7.96
5313,Opuntiella,ccm,High,5,Dark1,Dark,534,12.75481405,30.40791089,32.43078579,31.50669757,0.924088217,31,12,7.96
5314,Opuntiella,ccm,High,5,Dark1,Dark,548,12.27730671,29.86871453,31.85572094,30.97970575,0.876015191,31,12,7.96
5315,Opuntiella,ccm,High,5,Dark1,Dark,562,12.84546722,30.32769983,32.34524243,31.50034674,0.844895693,31,12,7.96
5316,Opuntiella,ccm,High,5,Dark1,Dark,576,13.15694543,29.86460421,31.85133685,30.91645149,0.934885363,31,12,7.96
5317,Opuntiella,ccm,High,5,Dark1,Dark,590,12.82103631,30.5752404,32.6092502,31.70814588,0.901104327,31,12,7.96
5318,Opuntiella,ccm,High,5,Dark1,Dark,605,12.60273642,30.54557442,32.57761172,31.63231697,0.945294748,31,12,7.96
5319,Opuntiella,ccm,High,5,Dark1,Dark,619,12.39068629,30.42843523,32.45267954,31.54111906,0.911560475,31,12,7.96
5320,Opuntiella,ccm,High,5,Dark1,Dark,633,11.85005,30.48066878,32.50838423,31.59154465,0.916839585,31,12,7.96
5321,Opuntiella,ccm,High,5,Dark1,Dark,648,12.05755485,30.57328245,32.60715875,31.70535151,0.901807236,31,12,7.96
5322,Opuntiella,ccm,High,5,Dark1,Dark,662,11.54936684,30.65358219,32.69280385,31.81471279,0.878091059,31,12,7.96
5323,Opuntiella,ccm,High,5,Dark1,Dark,676,12.21001125,30.59297108,32.62815985,31.69264985,0.935509993,31,12,7.96
5324,Opuntiella,ccm,High,5,Dark1,Dark,690,12.65816364,31.10655721,33.17591086,32.22738968,0.948521177,31,12,7.96
5325,Opuntiella,ccm,High,5,Dark1,Dark,704,12.31461591,30.76223272,32.7768799,31.83859191,0.938287992,31,12,7.95
5326,Opuntiella,ccm,High,5,Dark1,Dark,718,12.08375336,30.74714121,32.76079965,31.75717428,1.003625371,31,12,7.95
5327,Opuntiella,ccm,High,5,Dark1,Dark,732,11.95257141,30.86657241,32.88805543,31.95938469,0.928670743,31,12,7.95
5328,Opuntiella,ccm,High,5,Dark1,Dark,746,11.6323814,30.71885658,32.7306636,31.83998909,0.890674505,31,12,7.95
5329,Opuntiella,ccm,High,5,Light1,Light,253,13.19987312,29.37416894,31.32827588,30.44496592,0.883309968,31,12,7.96
5330,Opuntiella,ccm,High,5,Light1,Light,266,12.71226514,28.93191489,30.85660265,29.96636742,0.890235236,31,12,7.96
5331,Opuntiella,ccm,High,5,Light1,Light,280,13.27449153,28.6889315,30.59745297,29.73608634,0.861366625,31,12,7.96
5332,Opuntiella,ccm,High,5,Light1,Light,294,13.53609788,28.57856327,30.47974454,29.66317882,0.81656572,31,12,7.96
5333,Opuntiella,ccm,High,5,Light1,Light,308,13.66582786,28.4330833,30.32458519,29.48624472,0.838340472,31,12,7.96
5334,Opuntiella,ccm,High,5,Light1,Light,322,13.77813426,28.23424242,30.11251687,29.26879232,0.843724548,31,12,7.96
5335,Opuntiella,ccm,High,5,Light1,Light,336,13.4984099,27.81722034,29.69748817,28.84354079,0.85394738,31,12,7.97
5336,Opuntiella,ccm,High,5,Light1,Light,351,13.60023689,27.89702395,29.78268549,28.97119246,0.811493029,31,12,7.97
5337,Opuntiella,ccm,High,5,Light1,Light,365,13.61627164,27.40615118,29.25863518,28.43505544,0.823579742,31,12,7.97
5338,Opuntiella,ccm,High,5,Light1,Light,379,14.02995562,27.15572515,28.99127927,28.20909293,0.782186333,31,12,7.97
5339,Opuntiella,ccm,High,5,Light1,Light,393,13.95110757,26.90876981,28.72763247,27.87084776,0.856784705,31,12,7.97
5340,Opuntiella,ccm,High,5,Light1,Light,407,14.33827739,26.94699835,28.79821696,27.97474733,0.823469629,31,12,7.98
5341,Opuntiella,ccm,High,5,Light1,Light,421,14.16530408,26.76341242,28.60202067,27.80352897,0.798491699,31,12,7.98
5342,Opuntiella,ccm,High,5,Light1,Light,436,14.3027358,26.34163337,28.15126612,27.35858987,0.792676254,31,12,7.98
5343,Opuntiella,ccm,High,5,Light1,Light,450,14.10179636,26.3499207,28.16012208,27.36837014,0.791751941,31,12,7.98
5344,Opuntiella,ccm,High,5,Light1,Light,464,13.72302269,25.69019532,27.45507367,26.68768825,0.767385421,31,12,7.98
5345,Opuntiella,ccm,High,5,Light1,Light,478,14.07181011,25.78604772,27.58694052,26.79857373,0.788366785,31,12,7.99
5346,Opuntiella,ccm,High,5,Light1,Light,492,14.15690793,25.73540934,27.53276665,26.73392229,0.798844364,31,12,7.99
5347,Opuntiella,ccm,High,5,Light1,Light,506,14.30829114,25.64233285,27.43318953,26.68070234,0.752487191,31,12,7.99
5348,Opuntiella,ccm,High,5,Light1,Light,521,14.43940996,25.60497677,27.393222,26.62456101,0.768660992,31,12,7.99
5349,Opuntiella,ccm,High,5,Light1,Light,534,15.16627664,25.48822051,27.29834831,26.55851238,0.739835925,31,12,8
5350,Opuntiella,ccm,High,5,Light1,Light,548,15.47882805,25.03520982,26.8131641,26.0868998,0.726264309,31,12,8
5351,Opuntiella,ccm,High,5,Light1,Light,562,15.73973998,24.94015692,26.71136038,26.00129062,0.710069766,31,12,8
5352,Opuntiella,ccm,High,5,Light1,Light,577,14.97449091,24.58231461,26.32810618,25.58874074,0.739365439,31,12,8
5353,Opuntiella,ccm,High,5,Light1,Light,591,14.7812532,24.27139668,25.99510578,25.2560843,0.739021481,31,12,8
5354,Opuntiella,ccm,High,5,Light1,Light,605,15.19348522,23.80005308,25.51922963,24.81533674,0.703892892,31,12,8.01
5355,Opuntiella,ccm,High,5,Light1,Light,619,15.53078317,23.96984886,25.70129057,24.97258328,0.728707298,31,12,8.01
5356,Opuntiella,ccm,High,5,Light1,Light,633,15.19001313,23.66284947,25.3721161,24.67218905,0.699927048,31,12,8.01
5357,Opuntiella,ccm,High,5,Light1,Light,647,14.79798237,23.59057218,25.32420651,24.61325335,0.71095316,31,12,8.02
