number,genus,metabolism,treatment,rep,run1,run2,seconds,O2_mM,HCO3_mM,CO2_mM,CO2_12_mM,CO2_13_mM,salinity,temperature,pH
215,Pyropia,non,High,1,Light1,Light,275,10.95582536,16.26785138,17.11988605,16.61730516,0.502580892,31,12,7.77
216,Pyropia,non,High,1,Light1,Light,288,10.98334958,16.29878219,17.15243742,16.66925494,0.48318248,31,12,7.77
217,Pyropia,non,High,1,Light1,Light,302,11.52714232,15.84846288,16.67853203,16.2117412,0.466790835,31,12,7.77
218,Pyropia,non,High,1,Light1,Light,315,10.94604038,15.65672691,16.48420105,16.00953079,0.474670265,31,12,7.78
219,Pyropia,non,High,1,Light1,Light,329,11.36666854,15.30695126,16.11594055,15.65451943,0.461421125,31,12,7.78
220,Pyropia,non,High,1,Light1,Light,342,12.00704857,15.31152505,16.13661587,15.70926358,0.427352289,31,12,7.8
221,Pyropia,non,High,1,Light1,Light,356,12.01544472,14.7169261,15.50997559,15.05093661,0.459038989,31,12,7.8
222,Pyropia,non,High,1,Light1,Light,369,11.78243578,14.40457261,15.18079025,14.7071027,0.473687541,31,12,7.8
223,Pyropia,non,High,1,Light1,Light,383,12.14170261,14.08762973,14.84676855,14.42779323,0.418975319,31,12,7.8
224,Pyropia,non,High,1,Light1,Light,396,12.2051472,13.70755053,14.45389195,14.06986049,0.384031463,31,12,7.81
225,Pyropia,non,High,1,Light1,Light,410,12.54137196,13.85246885,14.60670067,14.19763917,0.409061495,31,12,7.81
226,Pyropia,non,High,1,Light1,Light,423,12.97386837,13.51795605,14.26194262,13.87196864,0.389973975,31,12,7.82
227,Pyropia,non,High,1,Light1,Light,436,12.95227827,13.23471138,13.96310898,13.56179414,0.40131484,31,12,7.82
228,Pyropia,non,High,1,Light1,Light,451,13.21735671,12.98007216,13.70248526,13.29798069,0.404504578,31,12,7.83
229,Pyropia,non,High,1,Light1,Light,464,12.57350459,12.45459092,13.1477589,12.77721268,0.370546223,31,12,7.83
230,Pyropia,non,High,1,Light1,Light,478,13.30800988,12.03244751,12.70991889,12.32947921,0.380439677,31,12,7.84
231,Pyropia,non,High,1,Light1,Light,491,12.90625727,11.86566436,12.53374614,12.15686367,0.376882478,31,12,7.84
232,Pyropia,non,High,1,Light1,Light,505,13.41614976,11.61799409,12.28000758,11.93229834,0.347709239,31,12,7.85
233,Pyropia,non,High,1,Light1,Light,519,14.06631477,11.38379903,12.03246754,11.66988207,0.36258547,31,12,7.85
234,Pyropia,non,High,1,Light1,Light,533,14.04813363,11.20016311,11.83836776,11.51263554,0.325732227,31,12,7.85
235,Pyropia,non,High,1,Light1,Light,546,13.80540284,11.03078778,11.66715347,11.35272165,0.314431819,31,12,7.86
236,Pyropia,non,High,1,Light1,Light,561,14.63131883,10.76406434,11.38504346,11.03822858,0.346814876,31,12,7.86
237,Pyropia,non,High,1,Light1,Light,574,15.11684355,10.44208185,10.96220883,10.67191275,0.290296079,31,12,7.7
238,Pyropia,non,High,1,Light1,Light,588,15.11753797,10.42486591,10.94413574,10.62987026,0.314265482,31,12,7.7
239,Pyropia,non,High,1,Light1,Light,601,15.06728733,9.941149466,10.52965175,10.20881027,0.320841483,31,12,7.88
240,Pyropia,non,High,1,Light1,Light,615,15.6072292,9.70653867,10.28115207,9.981450579,0.29970149,31,12,7.88
241,Pyropia,non,High,1,Light1,Light,628,15.83045315,9.384179377,9.939709347,9.652985685,0.286723662,31,12,7.88
242,Pyropia,non,High,1,Dark2,Dark,205,15.16494781,9.213627374,9.782088817,9.529525562,0.252563254,31,12,7.91
243,Pyropia,non,High,1,Dark2,Dark,219,15.54233265,9.370248882,9.948373666,9.64460259,0.303771076,31,12,7.91
244,Pyropia,non,High,1,Dark2,Dark,233,14.72411838,9.250401287,9.821131516,9.529525562,0.291605954,31,12,7.91
245,Pyropia,non,High,1,Dark2,Dark,247,14.98010626,9.453624102,10.03689366,9.742786412,0.294107253,31,12,7.91
246,Pyropia,non,High,1,Dark2,Dark,261,15.23539971,9.424577953,10.00605512,9.756885253,0.249169865,31,12,7.91
247,Pyropia,non,High,1,Dark2,Dark,275,15.55628414,9.367691807,9.945659499,9.665560327,0.280099172,31,12,7.91
248,Pyropia,non,High,1,Dark2,Dark,289,14.92013376,9.388270053,9.967507477,9.706332652,0.261174826,31,12,7.91
249,Pyropia,non,High,1,Dark2,Dark,303,14.71363898,9.265071276,9.836706838,9.560390593,0.276316245,31,12,7.91
250,Pyropia,non,High,1,Dark2,Dark,316,15.23401088,9.402865513,9.983002452,9.676864803,0.306137648,31,12,7.91
251,Pyropia,non,High,1,Dark2,Dark,330,15.02688481,9.443788999,10.02645067,9.73021177,0.296238898,31,12,7.91
252,Pyropia,non,High,1,Dark2,Dark,343,14.66970123,9.454485883,10.03780868,9.758282436,0.279526242,31,12,7.91
253,Pyropia,non,High,1,Dark2,Dark,357,14.43738671,9.531843195,10.11993846,9.832587139,0.287351324,31,12,7.91
254,Pyropia,non,High,1,Dark2,Dark,370,14.32160823,9.43404727,10.01610841,9.73021177,0.285896635,31,12,7.91
255,Pyropia,non,High,1,Dark2,Dark,384,14.55739484,9.498083804,10.08409591,9.780764372,0.303331541,31,12,7.91
256,Pyropia,non,High,1,Dark2,Dark,397,14.57273517,9.467861486,10.05200934,9.761076801,0.290932544,31,12,7.91
257,Pyropia,non,High,1,Dark2,Dark,410,14.55878367,9.695083117,10.29325053,10.00952125,0.283729287,31,12,7.91
258,Pyropia,non,High,1,Dark2,Dark,423,14.81199387,9.672783878,10.26957514,9.981450579,0.288124565,31,12,7.91
259,Pyropia,non,High,1,Dark2,Dark,437,14.19604475,9.706174913,10.30502584,10.00240832,0.302617525,31,12,7.91
260,Pyropia,non,High,1,Dark2,Dark,451,14.72272955,9.611282146,10.20427919,9.908416042,0.295863149,31,12,7.91
261,Pyropia,non,High,1,Dark2,Dark,465,14.61111757,9.763654712,10.36605284,10.05156374,0.314489102,31,12,7.91
262,Pyropia,non,High,1,Dark2,Dark,479,14.75757672,9.834271967,10.44102638,10.13717292,0.303853467,31,12,7.91
263,Pyropia,non,High,1,Dark2,Dark,492,14.52601975,9.884171344,10.49400384,10.20182436,0.292179483,31,12,7.91
264,Pyropia,non,High,1,Dark2,Dark,506,14.8168548,9.967989447,10.58299427,10.29162509,0.291369182,31,12,7.91
265,Pyropia,non,High,1,Dark2,Dark,519,14.49388712,9.856782797,10.46492623,10.14276165,0.322164581,31,12,7.91
266,Pyropia,non,High,1,Dark2,Dark,532,14.92991874,9.903324138,10.51433945,10.21160464,0.302734819,31,12,7.91
267,Pyropia,non,High,1,Dark2,Dark,546,14.42103631,9.821410349,10.42737085,10.13298137,0.294389481,31,12,7.91
268,Pyropia,non,High,1,Dark2,Dark,560,13.90098006,9.670463235,10.26711069,9.992628039,0.274482651,31,12,7.91
269,Pyropia,non,High,1,Dark2,Dark,573,14.37741421,9.98377307,10.59975135,10.30559691,0.294154442,31,12,7.91
270,Pyropia,non,High,1,Dark2,Dark,587,14.02161948,9.959337366,10.57380772,10.27054033,0.303267392,31,12,7.91
271,Pyropia,non,High,1,Dark2,Dark,601,14.66900681,9.97315414,10.58847677,10.27054033,0.317936439,31,12,7.91
272,Pyropia,non,High,1,Dark2,Dark,614,14.11025252,9.997405665,10.61422495,10.30280254,0.311422406,31,12,7.91
273,Hymenena,ccm,Low,1,Dark1,Dark,83,10.44309207,19.89487453,20.96694671,20.33952624,0.627420467,31,12,7.8
274,Hymenena,ccm,Low,1,Dark1,Dark,96,9.82992062,19.78429089,20.85040397,20.2748748,0.575529164,31,12,7.8
275,Hymenena,ccm,Low,1,Dark1,Dark,110,9.366049128,19.76709838,20.83228527,20.24400977,0.588275497,31,12,7.8
276,Hymenena,ccm,Low,1,Dark1,Dark,123,9.900372523,19.5014232,20.55229394,19.96330311,0.588990829,31,12,7.8
277,Hymenena,ccm,Low,1,Dark1,Dark,136,9.812497031,19.74305891,20.80695034,20.22724358,0.579706756,31,12,7.8
278,Hymenena,ccm,Low,1,Dark1,Dark,150,9.529995,19.67259398,20.73268858,20.13884004,0.593848543,31,12,7.8
279,Hymenena,ccm,Low,1,Dark1,Dark,164,9.843177699,19.82824301,20.89672418,20.28617928,0.610544898,31,12,7.8
280,Hymenena,ccm,Low,1,Dark1,Dark,178,9.681315082,19.7438684,20.80780338,20.23283231,0.574971068,31,12,7.8
281,Hymenena,ccm,Low,1,Dark1,Dark,192,9.92688668,19.74211998,20.80596067,20.20895319,0.597007476,31,12,7.8
282,Hymenena,ccm,Low,1,Dark1,Dark,206,9.578099256,19.54918802,20.60263242,20.00547262,0.597159798,31,12,7.8
283,Hymenena,ccm,Low,1,Dark1,Dark,220,9.595522845,19.84122239,20.91040462,20.31704431,0.593360311,31,12,7.8
284,Hymenena,ccm,Low,1,Dark1,Dark,233,10.06917932,19.98278877,21.04896758,20.42653261,0.622434972,31,12,7.79
285,Hymenena,ccm,Low,1,Dark1,Dark,247,9.728093631,19.65688145,20.70567146,20.07418859,0.631482866,31,12,7.79
286,Hymenena,ccm,Low,1,Dark1,Dark,261,9.545335333,20.04116505,21.11045744,20.50223449,0.608222946,31,12,7.79
287,Hymenena,ccm,Low,1,Dark1,Dark,275,9.79576786,20.02348898,21.09183825,20.4854683,0.606369949,31,12,7.79
288,Hymenena,ccm,Low,1,Dark1,Dark,288,9.406514782,19.99627722,21.06317447,20.45041172,0.61276275,31,12,7.79
289,Hymenena,ccm,Low,1,Dark1,Dark,302,9.423938371,19.70030318,20.75140899,20.18227971,0.56912928,31,12,7.79
290,Hymenena,ccm,Low,1,Dark1,Dark,316,9.382778299,19.91893146,20.98170192,20.36048398,0.621217942,31,12,7.79
291,Hymenena,ccm,Low,1,Dark1,Dark,329,9.539716857,19.71504878,20.76694163,20.17110225,0.59583938,31,12,7.79
292,Hymenena,ccm,Low,1,Dark1,Dark,343,9.580182511,19.79310774,20.84916494,20.26509452,0.58407042,31,12,7.79
293,Hymenena,ccm,Low,1,Dark1,Dark,357,9.780364398,20.15521854,21.23059707,20.61604135,0.614555715,31,12,7.79
294,Hymenena,ccm,Low,1,Dark1,Dark,371,9.451146947,20.15593173,21.2313479,20.61032561,0.621022294,31,12,7.79
295,Hymenena,ccm,Low,1,Dark1,Dark,385,9.731944497,20.0074845,21.07497987,20.47568803,0.599291844,31,12,7.79
296,Hymenena,ccm,Low,1,Dark1,Dark,398,9.739267454,19.98378517,21.05001571,20.42373824,0.626277472,31,12,7.79
297,Hymenena,ccm,Low,1,Dark1,Dark,412,9.523682105,20.03661825,21.10566929,20.50795024,0.597719047,31,12,7.79
298,Hymenena,ccm,Low,1,Dark1,Dark,425,9.850185012,19.87965418,20.9403307,20.31983867,0.620492024,31,12,7.79
299,Hymenena,ccm,Low,1,Dark1,Dark,439,9.60600225,20.11141172,21.18445266,20.55990002,0.624552633,31,12,7.79
300,Hymenena,ccm,Low,1,Dark1,Dark,453,9.450452528,19.90821649,20.96038727,20.37178846,0.588598812,31,12,7.78
301,Hymenena,ccm,Low,1,Dark1,Dark,466,9.35695856,20.18968314,21.25673058,20.68196296,0.574767621,31,12,7.78
302,Hymenena,ccm,Low,1,Dark1,Dark,480,9.751766985,20.35225434,21.42789307,20.80961463,0.61827844,31,12,7.78
303,Hymenena,ccm,Low,1,Dark1,Dark,494,9.461626352,20.14451469,21.20917545,20.60753124,0.601644208,31,12,7.78
304,Hymenena,ccm,Low,1,Dark1,Dark,508,9.833392712,20.3129168,21.38647592,20.75779187,0.628684059,31,12,7.78
305,Hymenena,ccm,Low,1,Dark1,Dark,521,9.09535221,20.44876944,21.52950931,20.92621586,0.603293448,31,12,7.78
306,Hymenena,ccm,Low,1,Dark1,Dark,535,9.256520408,20.54193974,21.62760443,20.9977262,0.629878236,31,12,7.78
307,Hymenena,ccm,Low,1,Dark1,Dark,548,9.525070942,20.27298322,21.34443277,20.72540264,0.619030137,31,12,7.78
308,Hymenena,ccm,Low,1,Dark1,Dark,562,9.08632477,20.55880328,21.63557831,21.06936355,0.566214759,31,12,7.77
309,Hymenena,ccm,Low,1,Dark1,Dark,576,9.689332458,20.57461697,21.65222004,21.06796637,0.584253669,31,12,7.77
310,Hymenena,ccm,Low,1,Dark1,Dark,590,9.484605288,20.58405091,21.66214677,21.01322222,0.64892455,31,12,7.77
311,Hymenena,ccm,Low,1,Dark1,Dark,603,9.300458154,20.67986466,21.76298012,21.17173892,0.591241197,31,12,7.77
312,Hymenena,ccm,Low,1,Dark1,Dark,617,9.178366773,20.6467923,21.72817538,21.08892411,0.639251267,31,12,7.77
313,Hymenena,ccm,Low,1,Light1,Light,261,9.676454153,20.4079165,21.46764727,20.85318132,0.61446595,31,12,7.76
314,Hymenena,ccm,Low,1,Light1,Light,274,9.563453341,20.61556535,21.68607822,21.04548444,0.640593785,31,12,7.76
315,Hymenena,ccm,Low,1,Light1,Light,288,9.342312645,20.16818674,21.22450269,20.56548875,0.659013938,31,12,7.77
316,Hymenena,ccm,Low,1,Light1,Light,301,9.788760548,20.03323199,21.08247855,20.43910725,0.643371297,31,12,7.77
317,Hymenena,ccm,Low,1,Light1,Light,315,9.329055566,20.32147181,21.38581734,20.79564281,0.590174536,31,12,7.77
318,Hymenena,ccm,Low,1,Light1,Light,329,9.391174448,20.39821028,21.46657304,20.87286889,0.593704146,31,12,7.77
319,Hymenena,ccm,Low,1,Light1,Light,342,9.340229389,19.97198917,21.01802978,20.41802249,0.600007289,31,12,7.77
320,Hymenena,ccm,Low,1,Light1,Light,357,9.580182511,20.38512237,21.45280058,20.8629616,0.589838976,31,12,7.77
321,Hymenena,ccm,Low,1,Light1,Light,370,10.1616001,20.08389836,21.13579879,20.52331925,0.612479545,31,12,7.77
322,Hymenena,ccm,Low,1,Light1,Light,383,9.292125133,20.20760601,21.2659873,20.69034606,0.575641238,31,12,7.77
323,Hymenena,ccm,Low,1,Light1,Light,397,9.67784299,20.02780462,21.07676876,20.47708521,0.599683551,31,12,7.77
324,Hymenena,ccm,Low,1,Light1,Light,411,9.463015188,19.92907495,20.97286719,20.37318564,0.599681552,31,12,7.77
325,Hymenena,ccm,Low,1,Light1,Light,425,9.399507469,20.21041994,21.26894854,20.69593479,0.573013751,31,12,7.77
326,Hymenena,ccm,Low,1,Light1,Light,438,9.629738734,20.06796022,21.11902768,20.52331925,0.595708432,31,12,7.77
327,Hymenena,ccm,Low,1,Light1,Light,452,9.79576786,20.04357683,21.09336721,20.47416383,0.619203384,31,12,7.77
328,Hymenena,ccm,Low,1,Light1,Light,465,9.881560098,20.18999818,21.24745819,20.66367257,0.583785611,31,12,7.77
329,Hymenena,ccm,Low,1,Light1,Light,479,9.865525345,20.06664659,21.11764555,20.51633333,0.601312213,31,12,7.77
330,Hymenena,ccm,Low,1,Light1,Light,493,9.481827614,19.85157942,20.8913138,20.29037082,0.600942979,31,12,7.77
331,Hymenena,ccm,Low,1,Light1,Light,506,9.924803425,20.01186303,21.05999259,20.43771007,0.622282526,31,12,7.77
332,Hymenena,ccm,Low,1,Light1,Light,520,9.852962685,19.55437043,20.58784186,20.01106135,0.576780512,31,12,7.78
333,Hymenena,ccm,Low,1,Light1,Light,534,9.666669167,19.93054157,20.98389257,20.36899409,0.614898482,31,12,7.78
334,Hymenena,ccm,Low,1,Light1,Light,547,9.781121945,19.6469205,20.68528258,20.09946489,0.585817687,31,12,7.78
335,Hymenena,ccm,Low,1,Light1,Light,561,10.19821489,19.7650575,20.80966239,20.18647126,0.623191131,31,12,7.78
336,Hymenena,ccm,Low,1,Light1,Light,573,9.726704794,19.89788842,20.94951466,20.32961895,0.619895706,31,12,7.78
337,Hymenena,ccm,Low,1,Light1,Light,587,9.364660291,19.51967862,20.55131585,19.97321041,0.578105447,31,12,7.78
338,Hymenena,ccm,Low,1,Light1,Light,601,9.780364398,19.70303553,20.74436126,20.13312429,0.611236973,31,12,7.78
339,Hymenena,ccm,Low,1,Light1,Light,615,10.23243078,19.82675985,20.87462646,20.25671143,0.617915034,31,12,7.78
340,Hymenena,ccm,Low,1,Light1,Light,628,10.02732483,19.2361733,20.2528273,19.67561054,0.577216755,31,12,7.78
341,Hymenena,ccm,Low,1,Light1,Light,642,9.991088818,19.49666074,20.52708097,19.94513974,0.581941226,31,12,7.78
342,Hymenena,ccm,Low,1,Dark2,Dark,302,8.586469779,19.21680601,20.23243508,19.65312861,0.579306469,31,12,7.78
343,Hymenena,ccm,Low,1,Dark2,Dark,316,8.970483155,19.64587525,20.6841808,20.10784799,0.576332809,31,12,7.78
344,Hymenena,ccm,Low,1,Dark2,Dark,330,9.017261704,19.64865163,20.68710593,20.09387616,0.593229763,31,12,7.78
345,Hymenena,ccm,Low,1,Dark2,Dark,343,8.729835615,19.45434987,20.48253415,19.93243808,0.550096072,31,12,7.78
346,Hymenena,ccm,Low,1,Dark2,Dark,357,8.84984374,19.47083539,20.49989189,19.94374256,0.556149327,31,12,7.78
347,Hymenena,ccm,Low,1,Dark2,Dark,371,8.951670729,19.37623629,20.4002923,19.81037514,0.589917156,31,12,7.78
348,Hymenena,ccm,Low,1,Dark2,Dark,385,9.234867179,19.47688572,20.50625942,19.90297023,0.603289184,31,12,7.78
349,Hymenena,ccm,Low,1,Dark2,Dark,398,9.037462966,19.63142321,20.66896711,20.07838014,0.590586973,31,12,7.78
350,Hymenena,ccm,Low,1,Dark2,Dark,412,8.978879305,19.69531971,20.73623807,20.14442877,0.591809305,31,12,7.78
351,Hymenena,ccm,Low,1,Dark2,Dark,426,8.625230952,19.65158696,20.6901947,20.11356374,0.576630964,31,12,7.78
352,Hymenena,ccm,Low,1,Dark2,Dark,440,8.416652916,19.38170785,20.40605161,19.84124017,0.56481144,31,12,7.78
353,Hymenena,ccm,Low,1,Dark2,Dark,454,8.737537346,19.68590386,20.72632661,20.14023722,0.586089394,31,12,7.78
354,Hymenena,ccm,Low,1,Dark2,Dark,467,8.776614163,19.72050583,20.76275635,20.1669107,0.595845651,31,12,7.78
355,Hymenena,ccm,Low,1,Dark2,Dark,480,8.576369148,19.57134488,20.60571236,20.0321461,0.573566257,31,12,7.78
356,Hymenena,ccm,Low,1,Dark2,Dark,494,8.855399087,19.82664582,20.87450592,20.29735674,0.577149182,31,12,7.78
357,Hymenena,ccm,Low,1,Dark2,Dark,508,8.69776611,19.63779835,20.67567806,20.09806771,0.577610347,31,12,7.78
358,Hymenena,ccm,Low,1,Dark2,Dark,523,8.694294018,19.9224422,20.97536419,20.38855465,0.586809541,31,12,7.78
359,Hymenena,ccm,Low,1,Dark2,Dark,536,8.628703044,19.76389477,20.80843958,20.23283231,0.575607266,31,12,7.78
360,Hymenena,ccm,Low,1,Dark2,Dark,550,8.573591474,19.71636976,20.75840237,20.17948534,0.578917027,31,12,7.78
361,Hymenena,ccm,Low,1,Dark2,Dark,564,8.650356272,20.29266322,21.36515187,20.74509021,0.620061658,31,12,7.78
362,Hymenena,ccm,Low,1,Dark2,Dark,578,8.605660979,19.98668943,21.04300815,20.43771007,0.605298083,31,12,7.78
363,Hymenena,ccm,Low,1,Dark2,Dark,592,8.397777361,20.10474869,21.16730698,20.55990002,0.607406961,31,12,7.78
364,Hymenena,ccm,Low,1,Dark2,Dark,605,8.750794425,20.18432561,21.25108953,20.628616,0.622473531,31,12,7.78
365,Hymenena,ccm,Low,1,Dark2,Dark,618,8.604272142,20.03820711,21.09724808,20.51493615,0.58231193,31,12,7.78
366,Odonthalia,non,High,1,Dark1,Dark,287,9.329055566,20.92033678,21.99788035,21.38512679,0.612753561,31,12,7.75
367,Odonthalia,non,High,1,Dark1,Dark,301,9.532772673,21.42030382,22.52359903,21.87922131,0.644377715,31,12,7.75
368,Odonthalia,non,High,1,Dark1,Dark,315,9.663891493,21.09187247,22.17825205,21.51569984,0.662552211,31,12,7.75
369,Odonthalia,non,High,1,Dark1,Dark,329,9.181207575,21.28823552,22.38472904,21.74445671,0.640272328,31,12,7.75
370,Odonthalia,non,High,1,Dark1,Dark,343,9.617176074,21.39851761,22.5006918,21.84403772,0.656654082,31,12,7.75
371,Odonthalia,non,High,1,Dark1,Dark,356,9.529300581,21.56313203,22.6737847,22.0138589,0.659925803,31,12,7.75
372,Odonthalia,non,High,1,Dark1,Dark,370,8.823645228,21.44165237,22.54604655,21.88900159,0.657044958,31,12,7.75
373,Odonthalia,non,High,1,Dark1,Dark,384,9.56831427,21.573821,22.68502404,22.02300409,0.66201995,31,12,7.75
374,Odonthalia,non,High,1,Dark1,Dark,398,9.585106569,21.27256793,22.36825334,21.72476914,0.643484198,31,12,7.75
375,Odonthalia,non,High,1,Dark1,Dark,411,9.087713607,21.43126266,22.5351235,21.88341286,0.651710638,31,12,7.75
376,Odonthalia,non,High,1,Dark1,Dark,425,9.531383836,21.46573241,22.57136909,21.93675983,0.634609262,31,12,7.75
377,Odonthalia,non,High,1,Dark1,Dark,438,9.431261329,21.75802467,22.87871509,22.24833152,0.630383578,31,12,7.75
378,Odonthalia,non,High,1,Dark1,Dark,452,9.234172761,21.6626674,22.76993129,22.11356692,0.656364372,31,12,7.74
379,Odonthalia,non,High,1,Dark1,Dark,465,9.075845365,21.48394467,22.5820724,21.92266099,0.659411418,31,12,7.74
380,Odonthalia,non,High,1,Light1,Light,345,10.07340896,17.43838616,18.36002362,17.8482229,0.511800712,31,12,7.78
381,Odonthalia,non,High,1,Light1,Light,358,10.6091212,17.38492484,18.30373723,17.78928721,0.514450019,31,12,7.78
382,Odonthalia,non,High,1,Light1,Light,372,10.54700231,17.40733803,18.32733532,17.75842218,0.568913142,31,12,7.78
383,Odonthalia,non,High,1,Light1,Light,386,10.70539284,17.21385692,18.12362833,17.58440945,0.539218879,31,12,7.78
384,Odonthalia,non,High,1,Light1,Light,400,11.02558285,17.1659069,18.07314523,17.51836083,0.5547844,31,12,7.78
385,Odonthalia,non,High,1,Light1,Light,413,11.46710669,17.09652847,18.00009951,17.48330425,0.516795266,31,12,7.78
386,Odonthalia,non,High,1,Light1,Light,427,11.61362898,16.94445232,17.8485204,17.29798705,0.550533355,31,12,7.79
387,Odonthalia,non,High,1,Light1,Light,441,11.49431527,16.53105224,17.41306293,16.93446558,0.478597356,31,12,7.79
388,Odonthalia,non,High,1,Light1,Light,454,11.97289581,16.58740119,17.47241948,16.96533061,0.507088871,31,12,7.79
389,Odonthalia,non,High,1,Light1,Light,467,11.62271954,16.42873572,17.31403061,16.85025358,0.463777035,31,12,7.8
390,Odonthalia,non,High,1,Light1,Light,481,11.27532096,16.19515172,17.06785787,16.5808514,0.487006476,31,12,7.8
391,Odonthalia,non,High,1,Light1,Light,495,11.72732421,16.16957267,17.04090034,16.55697228,0.48392806,31,12,7.8
392,Odonthalia,non,High,1,Light1,Light,509,12.07402838,15.90377962,16.76969875,16.2523865,0.517312251,31,12,7.81
393,Odonthalia,non,High,1,Light1,Light,523,12.04820864,15.97215081,16.84179282,16.38435674,0.457436081,31,12,7.81
394,Odonthalia,non,High,1,Light1,Light,537,12.18911244,15.79581476,16.65585768,16.17376324,0.482094448,31,12,7.81
395,Odonthalia,non,High,1,Light1,Light,550,12.6195256,15.75659715,16.61450355,16.13451511,0.479988438,31,12,7.81
396,Odonthalia,non,High,1,Light1,Light,564,12.69275517,15.38584121,16.22355986,15.76400773,0.459552131,31,12,7.81
397,Odonthalia,non,High,1,Light1,Light,578,12.10887555,15.15056172,15.98440162,15.49587571,0.488525908,31,12,7.82
398,Odonthalia,non,High,1,Light1,Light,592,12.51561535,15.06309811,15.89212521,15.41026653,0.481858676,31,12,7.82
399,Odonthalia,non,High,1,Light1,Light,606,12.30350209,14.76866145,15.58148431,15.14010225,0.44138206,31,12,7.82
400,Odonthalia,non,High,1,Light1,Light,620,12.51769861,14.81846553,15.63402745,15.16182209,0.47220536,31,12,7.82
401,Odonthalia,non,High,1,Light1,Light,635,12.97109069,14.75448762,15.56652923,15.13934015,0.427189085,31,12,7.82
402,Odonthalia,non,High,1,Light1,Light,648,12.42351022,15.05226003,15.8900011,15.45662758,0.433373518,31,12,7.83
403,Odonthalia,non,High,1,Dark2,Dark,400,11.98615288,17.14393433,18.09808932,17.59838128,0.499708043,31,12,7.83
404,Odonthalia,non,High,1,Dark2,Dark,413,11.6300425,17.28596518,18.24802497,17.72476278,0.52326219,31,12,7.83
